"시군구명","시간대","분류","매출건수(건)","매출합계(원)","집계시작일","집계종료일"
"창원시 진해구","11","여행","117 ","3283071 ","20240101","20241231"
"창원시 진해구","11","유통","822838 ","15491887279 ","20240101","20241231"
"창원시 진해구","11","유흥","21 ","47978 ","20240101","20241231"
"창원시 진해구","11","의료/미용","577752 ","22307451734 ","20240101","20241231"
"창원시 진해구","11","의생활","15853 ","648521453 ","20240101","20241231"
"창원시 진해구","11","자동차","281816 ","17645848204 ","20240101","20241231"
"창원시 진해구","11","주거생활","6175 ","296440062 ","20240101","20241231"
"창원시 진해구","12","교육","6607 ","423250857 ","20240101","20241231"
"창원시 진해구","12","기타","21693 ","558520699 ","20240101","20241231"
"창원시 진해구","12","내구재","17676 ","189204668 ","20240101","20241231"
"창원시 진해구","12","레포츠/문화/취미","137903 ","7799056203 ","20240101","20241231"
"창원시 진해구","12","서비스","24859 ","832489376 ","20240101","20241231"
"창원시 진해구","12","식생활","2291611 ","48344667190 ","20240101","20241231"
"창원시 진해구","12","여행","137 ","17731323 ","20240101","20241231"
"창원시 진해구","12","유통","1003468 ","16937068876 ","20240101","20241231"
"창원시 진해구","12","유흥","62 ","228239 ","20240101","20241231"
"창원시 진해구","12","의료/미용","417855 ","16096070014 ","20240101","20241231"
"창원시 진해구","12","의생활","21494 ","1055576696 ","20240101","20241231"
"창원시 진해구","12","자동차","290939 ","17111914476 ","20240101","20241231"
"창원시 진해구","12","주거생활","7169 ","321525428 ","20240101","20241231"
"창원시 진해구","13","교육","11008 ","763134955 ","20240101","20241231"
"창원시 진해구","13","기타","10226 ","523541446 ","20240101","20241231"
"창원시 진해구","13","내구재","14709 ","138439959 ","20240101","20241231"
"창원시 진해구","13","레포츠/문화/취미","122584 ","4400878992 ","20240101","20241231"
"창원시 진해구","13","서비스","20247 ","595495339 ","20240101","20241231"
"창원시 진해구","13","식생활","1517759 ","33159476669 ","20240101","20241231"
"창원시 진해구","13","여행","178 ","23029472 ","20240101","20241231"
"창원시 진해구","13","유통","893310 ","17326681700 ","20240101","20241231"
"창원시 진해구","13","유흥","233 ","651165 ","20240101","20241231"
"창원시 진해구","13","의료/미용","195127 ","6598050816 ","20240101","20241231"
"창원시 진해구","13","의생활","28389 ","1413678239 ","20240101","20241231"
"창원시 진해구","13","자동차","297149 ","18303147053 ","20240101","20241231"
"창원시 진해구","13","주거생활","8081 ","443339356 ","20240101","20241231"
"창원시 진해구","14","교육","16436 ","1606060178 ","20240101","20241231"
"창원시 진해구","14","기타","10254 ","398846045 ","20240101","20241231"
"창원시 진해구","14","내구재","15209 ","158266278 ","20240101","20241231"
"창원시 진해구","14","레포츠/문화/취미","123468 ","2502973235 ","20240101","20241231"
"창원시 진해구","14","서비스","25113 ","851455703 ","20240101","20241231"
"창원시 진해구","14","식생활","1112097 ","21379020706 ","20240101","20241231"
"창원시 진해구","14","여행","562 ","52590816 ","20240101","20241231"
"창원시 진해구","14","유통","949315 ","18930852632 ","20240101","20241231"
"창원시 진해구","14","유흥","260 ","659356 ","20240101","20241231"
"창원시 진해구","14","의료/미용","454517 ","13207973975 ","20240101","20241231"
"창원시 진해구","14","의생활","33777 ","1678180418 ","20240101","20241231"
"창원시 진해구","14","자동차","312646 ","20156134229 ","20240101","20241231"
"창원시 진해구","14","주거생활","8101 ","465072694 ","20240101","20241231"
"창원시 진해구","15","교육","18108 ","1784588821 ","20240101","20241231"
"창원시 진해구","15","기타","11995 ","382702632 ","20240101","20241231"
"창원시 진해구","15","내구재","16299 ","142165319 ","20240101","20241231"
"창원시 진해구","15","레포츠/문화/취미","140452 ","3464462070 ","20240101","20241231"
"창원시 진해구","15","서비스","23208 ","809725703 ","20240101","20241231"
"창원시 진해구","15","식생활","888636 ","14784194332 ","20240101","20241231"
"창원시 진해구","15","여행","1295 ","86278273 ","20240101","20241231"
"창원시 진해구","15","유통","1069013 ","21205593242 ","20240101","20241231"
"창원시 진해구","15","유흥","446 ","1925977 ","20240101","20241231"
"창원시 진해구","15","의료/미용","503310 ","16134330822 ","20240101","20241231"
"창원시 진해구","15","의생활","32625 ","1730144270 ","20240101","20241231"
"창원시 진해구","15","자동차","331090 ","21371465963 ","20240101","20241231"
"창원시 진해구","15","주거생활","6895 ","349784441 ","20240101","20241231"
"창원시 진해구","16","교육","17903 ","1822637300 ","20240101","20241231"
"창원시 진해구","16","기타","11714 ","342263023 ","20240101","20241231"
"창원시 진해구","16","내구재","16744 ","169672173 ","20240101","20241231"
"창원시 진해구","16","레포츠/문화/취미","183694 ","9245250891 ","20240101","20241231"
"창원시 진해구","16","서비스","22975 ","778620973 ","20240101","20241231"
"창원시 진해구","16","식생활","869616 ","15216537663 ","20240101","20241231"
"창원시 진해구","16","여행","5106 ","420167923 ","20240101","20241231"
"창원시 진해구","16","유통","1229740 ","22898066717 ","20240101","20241231"
"창원시 진해구","16","유흥","274 ","4413982 ","20240101","20241231"
"창원시 진해구","16","의료/미용","515463 ","15639002042 ","20240101","20241231"
"창원시 진해구","16","의생활","28485 ","1513895531 ","20240101","20241231"
"창원시 진해구","16","자동차","342193 ","22199642543 ","20240101","20241231"
"창원시 진해구","16","주거생활","5058 ","243978958 ","20240101","20241231"
"창원시 진해구","17","교육","17409 ","2065350350 ","20240101","20241231"
"창원시 진해구","17","기타","11069 ","318880398 ","20240101","20241231"
"창원시 진해구","17","내구재","16463 ","130551062 ","20240101","20241231"
"창원시 진해구","17","레포츠/문화/취미","198965 ","12570526950 ","20240101","20241231"
"창원시 진해구","17","서비스","23701 ","801167039 ","20240101","20241231"
"창원시 진해구","17","식생활","1214558 ","25954437416 ","20240101","20241231"
"창원시 진해구","17","여행","11905 ","1119998629 ","20240101","20241231"
"창원시 진해구","17","유통","1425517 ","23985033475 ","20240101","20241231"
"창원시 진해구","17","유흥","356 ","1946539 ","20240101","20241231"
"창원시 진해구","17","의료/미용","487402 ","13788808389 ","20240101","20241231"
"창원시 진해구","17","의생활","17779 ","1142233879 ","20240101","20241231"
"창원시 진해구","17","자동차","364352 ","22411401056 ","20240101","20241231"
"창원시 진해구","17","주거생활","3386 ","138230295 ","20240101","20241231"
"창원시 진해구","18","교육","14907 ","2042932796 ","20240101","20241231"
"창원시 진해구","18","기타","6518 ","146096642 ","20240101","20241231"
"창원시 진해구","18","내구재","17841 ","133513708 ","20240101","20241231"
"창원시 진해구","18","레포츠/문화/취미","183879 ","8896925278 ","20240101","20241231"
"창원시 진해구","18","서비스","20555 ","525938300 ","20240101","20241231"
"창원시 진해구","18","식생활","1534291 ","42697328568 ","20240101","20241231"
"창원시 진해구","18","여행","7827 ","668307114 ","20240101","20241231"
"창원시 진해구","18","유통","1530754 ","23487662947 ","20240101","20241231"
"창원시 진해구","18","유흥","624 ","7386566 ","20240101","20241231"
"창원시 진해구","18","의료/미용","286422 ","8595740562 ","20240101","20241231"
"창원시 진해구","18","의생활","11316 ","704976217 ","20240101","20241231"
"창원시 진해구","18","자동차","318890 ","17703209294 ","20240101","20241231"
"창원시 진해구","18","주거생활","1001 ","33115559 ","20240101","20241231"
"창원시 진해구","19","교육","8780 ","1171750514 ","20240101","20241231"
"창원시 진해구","19","기타","4818 ","70261138 ","20240101","20241231"
"창원시 진해구","19","내구재","17766 ","154366278 ","20240101","20241231"
"창원시 진해구","19","레포츠/문화/취미","145689 ","3200432152 ","20240101","20241231"
"창원시 진해구","19","서비스","17347 ","385933818 ","20240101","20241231"
"창원시 진해구","19","식생활","1537060 ","58016735689 ","20240101","20241231"
"창원시 진해구","19","여행","2365 ","196668951 ","20240101","20241231"
"창원시 진해구","19","유통","1327183 ","19478317252 ","20240101","20241231"
"창원시 진해구","19","유흥","2673 ","67551062 ","20240101","20241231"
"창원시 진해구","19","의료/미용","139966 ","4483290322 ","20240101","20241231"
"창원시 진해구","19","의생활","4174 ","311461412 ","20240101","20241231"
"창원시 진해구","19","자동차","237204 ","12261694962 ","20240101","20241231"
"창원시 진해구","19","주거생활","404 ","7108636 ","20240101","20241231"
"창원시 진해구","20","교육","5600 ","670732831 ","20240101","20241231"
"창원시 진해구","20","기타","3297 ","53322413 ","20240101","20241231"
"창원시 진해구","20","내구재","15469 ","113010281 ","20240101","20241231"
"창원시 진해구","20","레포츠/문화/취미","124469 ","2112538101 ","20240101","20241231"
"창원시 진해구","20","서비스","2365 ","51670528 ","20240101","20241231"
"창원시 진해구","20","식생활","1194064 ","51192367169 ","20240101","20241231"
"창원시 진해구","20","여행","2090 ","168485264 ","20240101","20241231"
"창원시 진해구","20","유통","1284476 ","17427078149 ","20240101","20241231"
"창원시 진해구","20","유흥","7491 ","468578478 ","20240101","20241231"
"창원시 진해구","20","의료/미용","53557 ","1825243729 ","20240101","20241231"
"창원시 진해구","20","의생활","2310 ","190992461 ","20240101","20241231"
"창원시 진해구","20","자동차","215559 ","10672152221 ","20240101","20241231"
"창원시 진해구","20","주거생활","384 ","6503084 ","20240101","20241231"
"창원시 진해구","21","교육","2241 ","363943112 ","20240101","20241231"
"창원시 진해구","21","기타","9849 ","24613091 ","20240101","20241231"
"창원시 진해구","21","내구재","9890 ","70365319 ","20240101","20241231"
"창원시 진해구","21","레포츠/문화/취미","101172 ","1417131460 ","20240101","20241231"
"창원시 진해구","21","서비스","1268 ","14872241 ","20240101","20241231"
"창원시 진해구","21","식생활","652728 ","26879591652 ","20240101","20241231"
"창원시 진해구","21","여행","1412 ","109383139 ","20240101","20241231"
"창원시 진해구","21","유통","1020240 ","12750682913 ","20240101","20241231"
"창원시 진해구","21","유흥","18334 ","1650064140 ","20240101","20241231"
"창원시 진해구","21","의료/미용","19184 ","567950308 ","20240101","20241231"
"창원시 진해구","21","의생활","1049 ","78098835 ","20240101","20241231"
"창원시 진해구","21","자동차","160075 ","7773770555 ","20240101","20241231"
"창원시 진해구","21","주거생활","103 ","2179575 ","20240101","20241231"
"창원시 진해구","22","교육","1021 ","129921385 ","20240101","20241231"
"창원시 진해구","22","기타","10343 ","10186278 ","20240101","20241231"
"창원시 진해구","22","내구재","21 ","4112 ","20240101","20241231"
"창원시 진해구","22","레포츠/문화/취미","77245 ","870414531 ","20240101","20241231"
"창원시 진해구","22","서비스","932 ","8241535 ","20240101","20241231"
"창원시 진해구","22","식생활","357964 ","14073706518 ","20240101","20241231"
"창원시 진해구","22","여행","788 ","57758739 ","20240101","20241231"
"창원시 진해구","22","유통","698197 ","7168048588 ","20240101","20241231"
"창원시 진해구","22","유흥","27108 ","2704090473 ","20240101","20241231"
"창원시 진해구","22","의료/미용","631 ","34909253 ","20240101","20241231"
"창원시 진해구","22","의생활","103 ","1062371 ","20240101","20241231"
"창원시 진해구","22","자동차","89863 ","4330613612 ","20240101","20241231"
"창원시 진해구","23","교육","466 ","15391090 ","20240101","20241231"
"창원시 진해구","23","기타","2440 ","2041714 ","20240101","20241231"
"창원시 진해구","23","레포츠/문화/취미","53064 ","545411926 ","20240101","20241231"
"창원시 진해구","23","서비스","493 ","2579164 ","20240101","20241231"
"창원시 진해구","23","식생활","199184 ","8321100254 ","20240101","20241231"
"창원시 진해구","23","여행","432 ","26826594 ","20240101","20241231"
"창원시 진해구","23","유통","430315 ","3841589726 ","20240101","20241231"
"창원시 진해구","23","유흥","28458 ","3271912365 ","20240101","20241231"
"창원시 진해구","23","의료/미용","151 ","6565319 ","20240101","20241231"
"창원시 진해구","23","자동차","40075 ","1956150720 ","20240101","20241231"
"진주시","0","교육","110 ","13286498 ","20240101","20241231"
"진주시","0","기타","21 ","7093900 ","20240101","20241231"
"진주시","0","내구재","69 ","12680 ","20240101","20241231"
"진주시","0","레포츠/문화/취미","117252 ","698465524 ","20240101","20241231"
"진주시","0","서비스","12728 ","41171830 ","20240101","20241231"
"진주시","0","식생활","232968 ","11066074777 ","20240101","20241231"
"진주시","0","여행","425 ","22738177 ","20240101","20241231"
"진주시","0","유통","585689 ","4146065798 ","20240101","20241231"
"진주시","0","유흥","41693 ","2454276217 ","20240101","20241231"
"진주시","0","의료/미용","206 ","72019877 ","20240101","20241231"
"진주시","0","의생활","3516 ","7183002 ","20240101","20241231"
"진주시","0","자동차","3804 ","190907005 ","20240101","20241231"
"진주시","0","주거생활","41 ","69911 ","20240101","20241231"
"진주시","1","교육","75 ","2820425 ","20240101","20241231"
"진주시","1","내구재","41 ","23304 ","20240101","20241231"
"진주시","1","레포츠/문화/취미","81062 ","434060130 ","20240101","20241231"
"진주시","1","서비스","8197 ","36050103 ","20240101","20241231"
"진주시","1","식생활","130267 ","6329439719 ","20240101","20241231"
"진주시","1","여행","398 ","22775874 ","20240101","20241231"
"진주시","1","유통","355449 ","2487286018 ","20240101","20241231"
"진주시","1","유흥","27971 ","1759799178 ","20240101","20241231"
"진주시","1","의료/미용","329 ","52287114 ","20240101","20241231"
"진주시","1","의생활","1947 ","4496230 ","20240101","20241231"
"진주시","1","자동차","1138 ","68746038 ","20240101","20241231"
"진주시","2","레포츠/문화/취미","54325 ","267051748 ","20240101","20241231"
"진주시","2","서비스","3756 ","10168197 ","20240101","20241231"
"진주시","2","식생활","71254 ","3426180740 ","20240101","20241231"
"진주시","2","여행","233 ","12974640 ","20240101","20241231"
"진주시","2","유통","231666 ","1568632762 ","20240101","20241231"
"진주시","2","유흥","15394 ","1013122138 ","20240101","20241231"
"진주시","2","의료/미용","137 ","49451405 ","20240101","20241231"
"진주시","2","의생활","1289 ","3351611 ","20240101","20241231"
"진주시","2","자동차","781 ","51181535 ","20240101","20241231"
"진주시","3","레포츠/문화/취미","32461 ","137589445 ","20240101","20241231"
"진주시","3","서비스","2008 ","5096847 ","20240101","20241231"
"진주시","3","식생활","37505 ","1772055072 ","20240101","20241231"
"진주시","3","여행","62 ","3358465 ","20240101","20241231"
"진주시","3","유통","148814 ","1014381604 ","20240101","20241231"
"진주시","3","유흥","4585 ","418895819 ","20240101","20241231"
"진주시","3","의료/미용","164 ","6089788 ","20240101","20241231"
"진주시","3","의생활","89 ","233036 ","20240101","20241231"
"진주시","3","자동차","740 ","67111412 ","20240101","20241231"
"진주시","4","레포츠/문화/취미","15086 ","63008156 ","20240101","20241231"
"진주시","4","서비스","1042 ","2721864 ","20240101","20241231"
"진주시","4","식생활","18019 ","716557505 ","20240101","20241231"
"진주시","4","여행","103 ","5071967 ","20240101","20241231"
"진주시","4","유통","110624 ","803753187 ","20240101","20241231"
"진주시","4","유흥","2509 ","221431803 ","20240101","20241231"
"진주시","4","의생활","226 ","651131 ","20240101","20241231"
"진주시","4","자동차","2975 ","244064537 ","20240101","20241231"
"진주시","5","교육","34 ","308430 ","20240101","20241231"
"진주시","5","레포츠/문화/취미","7992 ","54040233 ","20240101","20241231"
"진주시","5","서비스","1275 ","1398629 ","20240101","20241231"
"진주시","5","식생활","10384 ","244562440 ","20240101","20241231"
"진주시","5","여행","69 ","4581768 ","20240101","20241231"
"진주시","5","유통","153016 ","1153380055 ","20240101","20241231"
"진주시","5","유흥","747 ","76449623 ","20240101","20241231"
"진주시","5","의료/미용","500 ","65952844 ","20240101","20241231"
"진주시","5","의생활","41 ","137080 ","20240101","20241231"
"진주시","5","자동차","10679 ","752227354 ","20240101","20241231"
"진주시","6","기타","21 ","8903358 ","20240101","20241231"
"진주시","6","레포츠/문화/취미","6566 ","73508499 ","20240101","20241231"
"진주시","6","서비스","1028 ","1778615 ","20240101","20241231"
"진주시","6","식생활","32474 ","485000918 ","20240101","20241231"
"진주시","6","여행","103 ","1398218 ","20240101","20241231"
"진주시","6","유통","336038 ","2630167855 ","20240101","20241231"
"진주시","6","유흥","62 ","254969 ","20240101","20241231"
"진주시","6","의료/미용","2159 ","55377656 ","20240101","20241231"
"진주시","6","자동차","63098 ","4091837841 ","20240101","20241231"
"진주시","6","주거생활","103 ","4852639 ","20240101","20241231"
"진주시","7","교육","192 ","36059164 ","20240101","20241231"
"진주시","7","기타","69 ","11192598 ","20240101","20241231"
"진주시","7","내구재","89 ","202879 ","20240101","20241231"
"진주시","7","레포츠/문화/취미","7197 ","162386429 ","20240101","20241231"
"진주시","7","서비스","3646 ","96240370 ","20240101","20241231"
"진주시","7","식생활","121899 ","1820909774 ","20240101","20241231"
"진주시","7","여행","82 ","3708019 ","20240101","20241231"
"진주시","7","유통","562776 ","4117204140 ","20240101","20241231"
"진주시","7","유흥","62 ","2398903 ","20240101","20241231"
"진주시","7","의료/미용","5744 ","379654010 ","20240101","20241231"
"진주시","7","의생활","178 ","356408 ","20240101","20241231"
"진주시","7","자동차","144955 ","8397647128 ","20240101","20241231"
"진주시","7","주거생활","3735 ","387736518 ","20240101","20241231"
"진주시","8","교육","1823 ","71590939 ","20240101","20241231"
"진주시","8","기타","370 ","40373201 ","20240101","20241231"
"진주시","8","내구재","507 ","21334284 ","20240101","20241231"
"진주시","8","레포츠/문화/취미","14428 ","333779232 ","20240101","20241231"
"진주시","8","서비스","17485 ","210437903 ","20240101","20241231"
"진주시","8","식생활","487731 ","4234955655 ","20240101","20241231"
"진주시","8","여행","425 ","7563400 ","20240101","20241231"
"진주시","8","유통","854859 ","6039548492 ","20240101","20241231"
"진주시","8","유흥","69 ","205620 ","20240101","20241231"
"진주시","8","의료/미용","104270 ","5249783105 ","20240101","20241231"
"진주시","8","의생활","110 ","1244003 ","20240101","20241231"
"진주시","8","자동차","209767 ","11330691851 ","20240101","20241231"
"진주시","8","주거생활","9109 ","849045141 ","20240101","20241231"
"진주시","9","교육","3537 ","415631535 ","20240101","20241231"
"진주시","9","기타","17238 ","983234674 ","20240101","20241231"
"진주시","9","내구재","2228 ","68125682 ","20240101","20241231"
"진주시","9","레포츠/문화/취미","39596 ","784558725 ","20240101","20241231"
"진주시","9","서비스","115648 ","2610698917 ","20240101","20241231"
"진주시","9","식생활","687128 ","7945454085 ","20240101","20241231"
"진주시","9","여행","425 ","13968472 ","20240101","20241231"
"진주시","9","유통","798184 ","8446412550 ","20240101","20241231"
"진주시","9","유흥","254 ","2241261 ","20240101","20241231"
"진주시","9","의료/미용","830528 ","36428792385 ","20240101","20241231"
"진주시","9","의생활","1947 ","50918595 ","20240101","20241231"
"진주시","9","자동차","238376 ","13962879308 ","20240101","20241231"
"진주시","9","주거생활","11412 ","1081350233 ","20240101","20241231"
"진주시","10","교육","139013 ","7089901905 ","20240101","20241231"
"진주시","10","기타","3879 ","696212557 ","20240101","20241231"
"진주시","10","내구재","4757 ","200770123 ","20240101","20241231"
"진주시","10","레포츠/문화/취미","76552 ","1814891981 ","20240101","20241231"
"진주시","10","서비스","52968 ","1797855490 ","20240101","20241231"
"진주시","10","식생활","854633 ","12039759342 ","20240101","20241231"
"진주시","10","여행","254 ","7732008 ","20240101","20241231"
"진주시","10","유통","999760 ","15145755908 ","20240101","20241231"
"진주시","10","유흥","1151 ","5455106 ","20240101","20241231"
"진주시","10","의료/미용","1046100 ","64812735600 ","20240101","20241231"
"진주시","10","의생활","14441 ","892624647 ","20240101","20241231"
"진주시","10","자동차","279637 ","16667237937 ","20240101","20241231"
"진주시","10","주거생활","9842 ","1181597231 ","20240101","20241231"
"진주시","11","교육","37622 ","1944717073 ","20240101","20241231"
"진주시","11","기타","4428 ","651037258 ","20240101","20241231"
"진주시","11","내구재","6052 ","341410761 ","20240101","20241231"
"진주시","11","레포츠/문화/취미","115202 ","3403114154 ","20240101","20241231"
"진주시","11","서비스","45504 ","1435641707 ","20240101","20241231"
"진주시","11","식생활","1777101 ","32043092536 ","20240101","20241231"
"진주시","11","여행","507 ","20757368 ","20240101","20241231"
"진주시","11","유통","1204229 ","21943847663 ","20240101","20241231"
"진주시","11","유흥","3386 ","12420151 ","20240101","20241231"
"진주시","11","의료/미용","1062940 ","64050649815 ","20240101","20241231"
"진주시","11","의생활","35264 ","2617689479 ","20240101","20241231"
"진주시","11","자동차","296456 ","16666155257 ","20240101","20241231"
"진주시","11","주거생활","7258 ","766809554 ","20240101","20241231"
"진주시","12","교육","32879 ","1192674030 ","20240101","20241231"
"진주시","12","기타","5291 ","479982659 ","20240101","20241231"
"진주시","12","내구재","7498 ","314125840 ","20240101","20241231"
"진주시","12","레포츠/문화/취미","170480 ","4557430864 ","20240101","20241231"
"진주시","12","서비스","56121 ","1109868040 ","20240101","20241231"
"진주시","12","식생활","3896429 ","88901859431 ","20240101","20241231"
"진주시","12","여행","528 ","73626868 ","20240101","20241231"
"진주시","12","유통","1672879 ","27368801967 ","20240101","20241231"
"진주시","12","유흥","7711 ","25666210 ","20240101","20241231"
"진주시","12","의료/미용","736100 ","39430383194 ","20240101","20241231"
"진주시","12","의생활","52330 ","3675663742 ","20240101","20241231"
"진주시","12","자동차","305428 ","15835274380 ","20240101","20241231"
"진주시","12","주거생활","4736 ","462280302 ","20240101","20241231"
"진주시","13","교육","37402 ","2381521467 ","20240101","20241231"
"진주시","13","기타","5963 ","712080617 ","20240101","20241231"
"진주시","13","내구재","8163 ","481132351 ","20240101","20241231"
"진주시","13","레포츠/문화/취미","201014 ","4504396731 ","20240101","20241231"
"진주시","13","서비스","84297 ","2176566175 ","20240101","20241231"
"진주시","13","식생활","2730315 ","59977742008 ","20240101","20241231"
"진주시","13","여행","857 ","173252228 ","20240101","20241231"
"진주시","13","유통","1527485 ","29725706374 ","20240101","20241231"
"진주시","13","유흥","11816 ","38376285 ","20240101","20241231"
"진주시","13","의료/미용","358300 ","19300183735 ","20240101","20241231"
"진주시","13","의생활","68293 ","5056958561 ","20240101","20241231"
"진주시","13","자동차","320356 ","17334330541 ","20240101","20241231"
"진주시","13","주거생활","7882 ","1128385757 ","20240101","20241231"
"진주시","14","교육","50644 ","3300836696 ","20240101","20241231"
"진주시","14","기타","5661 ","823731391 ","20240101","20241231"
"진주시","14","내구재","8684 ","405212899 ","20240101","20241231"
"진주시","14","레포츠/문화/취미","227930 ","4399825394 ","20240101","20241231"
"진주시","14","서비스","62611 ","2028702509 ","20240101","20241231"
"진주시","14","식생활","1824064 ","36544631775 ","20240101","20241231"
"진주시","14","여행","692 ","481292433 ","20240101","20241231"
"진주시","14","유통","1513927 ","33523945469 ","20240101","20241231"
"진주시","14","유흥","16861 ","58201508 ","20240101","20241231"
"진주시","14","의료/미용","799548 ","34437563729 ","20240101","20241231"
"진주시","14","의생활","85353 ","6391591494 ","20240101","20241231"
"진주시","14","자동차","334140 ","19139397615 ","20240101","20241231"
"진주시","14","주거생활","7615 ","887576121 ","20240101","20241231"
"진주시","15","교육","55024 ","4191721008 ","20240101","20241231"
"진주시","15","기타","6114 ","639365319 ","20240101","20241231"
"진주시","15","내구재","9753 ","556764626 ","20240101","20241231"
"진주시","15","레포츠/문화/취미","250075 ","5191497361 ","20240101","20241231"
"진주시","15","서비스","68513 ","2128343084 ","20240101","20241231"
"진주시","15","식생활","1422454 ","23994389616 ","20240101","20241231"
"진주시","15","여행","2173 ","339175805 ","20240101","20241231"
"진주시","15","유통","1677731 ","37419548177 ","20240101","20241231"
"진주시","15","유흥","21145 ","81764907 ","20240101","20241231"
"진주시","15","의료/미용","874770 ","38748797937 ","20240101","20241231"
"진주시","15","의생활","88526 ","6731457978 ","20240101","20241231"
"진주시","15","자동차","341748 ","19946985853 ","20240101","20241231"
"진주시","15","주거생활","6635 ","783007334 ","20240101","20241231"
"진주시","16","교육","64058 ","4936953598 ","20240101","20241231"
"진주시","16","기타","7176 ","716553276 ","20240101","20241231"
"진주시","16","내구재","10507 ","389585744 ","20240101","20241231"
"진주시","16","레포츠/문화/취미","265010 ","5373977581 ","20240101","20241231"
"진주시","16","서비스","65223 ","1685191501 ","20240101","20241231"
"진주시","16","식생활","1331179 ","21388414640 ","20240101","20241231"
"진주시","16","여행","3269 ","427507649 ","20240101","20241231"
"진주시","16","유통","1871823 ","39507955079 ","20240101","20241231"
"진주시","16","유흥","24160 ","93677862 ","20240101","20241231"
"진주시","16","의료/미용","876600 ","35502511830 ","20240101","20241231"
"진주시","16","의생활","85463 ","6593419890 ","20240101","20241231"
"진주시","16","자동차","366436 ","22104056299 ","20240101","20241231"
"진주시","16","주거생활","6333 ","746697752 ","20240101","20241231"
"진주시","17","교육","57053 ","5275866532 ","20240101","20241231"
"진주시","17","기타","4544 ","457218862 ","20240101","20241231"
"진주시","17","내구재","8122 ","312505689 ","20240101","20241231"
"진주시","17","레포츠/문화/취미","262145 ","6477355668 ","20240101","20241231"
"진주시","17","서비스","62282 ","1389396710 ","20240101","20241231"
"진주시","17","식생활","1669342 ","31810617423 ","20240101","20241231"
"진주시","17","여행","9952 ","976735278 ","20240101","20241231"
"진주시","17","유통","2154894 ","41502333263 ","20240101","20241231"
"진주시","17","유흥","26189 ","95111035 ","20240101","20241231"
"진주시","17","의료/미용","723269 ","27222150459 ","20240101","20241231"
"진주시","17","의생활","69143 ","5134554729 ","20240101","20241231"
"진주시","17","자동차","382180 ","23063848739 ","20240101","20241231"
"진주시","17","주거생활","3502 ","537459424 ","20240101","20241231"
"진주시","18","교육","45147 ","4762982714 ","20240101","20241231"
"진주시","18","기타","2097 ","198305093 ","20240101","20241231"
"진주시","18","내구재","6833 ","121964154 ","20240101","20241231"
"진주시","18","레포츠/문화/취미","262070 ","6251661103 ","20240101","20241231"
"진주시","18","서비스","63310 ","1121368204 ","20240101","20241231"
"진주시","18","식생활","2303324 ","59004369171 ","20240101","20241231"
"진주시","18","여행","10370 ","883865271 ","20240101","20241231"
"진주시","18","유통","2412611 ","40143833811 ","20240101","20241231"
"진주시","18","유흥","30980 ","138021933 ","20240101","20241231"
"진주시","18","의료/미용","358033 ","14085429966 ","20240101","20241231"
"진주시","18","의생활","51816 ","3602466415 ","20240101","20241231"
"진주시","18","자동차","329294 ","17291324345 ","20240101","20241231"
"진주시","18","주거생활","123 ","1717615 ","20240101","20241231"
"진주시","19","교육","27841 ","3111935243 ","20240101","20241231"
"진주시","19","기타","802 ","63160384 ","20240101","20241231"
"진주시","19","내구재","4716 ","58390404 ","20240101","20241231"
"진주시","19","레포츠/문화/취미","258437 ","4951476710 ","20240101","20241231"
"진주시","19","서비스","48328 ","555117293 ","20240101","20241231"
"진주시","19","식생활","2327910 ","84390084654 ","20240101","20241231"
"진주시","19","여행","3756 ","264294263 ","20240101","20241231"
"진주시","19","유통","2068095 ","33773338951 ","20240101","20241231"
"진주시","19","유흥","45689 ","248108979 ","20240101","20241231"
"진주시","19","의료/미용","188924 ","7107478328 ","20240101","20241231"
"진주시","19","의생활","40727 ","2267609520 ","20240101","20241231"
"진주시","19","자동차","211542 ","10041792899 ","20240101","20241231"
"진주시","19","주거생활","48 ","126799 ","20240101","20241231"
"진주시","20","교육","21453 ","2692572077 ","20240101","20241231"
"진주시","20","기타","507 ","44006854 ","20240101","20241231"
"진주시","20","내구재","3112 ","28742015 ","20240101","20241231"
"진주시","20","레포츠/문화/취미","257923 ","3919744071 ","20240101","20241231"
"진주시","20","서비스","34263 ","277162303 ","20240101","20241231"
"진주시","20","식생활","1780137 ","81661878787 ","20240101","20241231"
"진주시","20","여행","2865 ","191945168 ","20240101","20241231"
"진주시","20","유통","1946107 ","28364299541 ","20240101","20241231"
"진주시","20","유흥","56594 ","521338211 ","20240101","20241231"
"진주시","20","의료/미용","94304 ","3434596518 ","20240101","20241231"
"진주시","20","의생활","27190 ","845820082 ","20240101","20241231"
"진주시","20","자동차","156676 ","7515263016 ","20240101","20241231"
"진주시","20","주거생활","75 ","137080 ","20240101","20241231"
"진주시","21","교육","8602 ","1459086676 ","20240101","20241231"
"진주시","21","기타","274 ","48276902 ","20240101","20241231"
"진주시","21","내구재","1679 ","10762646 ","20240101","20241231"
"진주시","21","레포츠/문화/취미","229637 ","3033060637 ","20240101","20241231"
"진주시","21","서비스","30788 ","222496779 ","20240101","20241231"
"진주시","21","식생활","1046518 ","45823717724 ","20240101","20241231"
"진주시","21","여행","2029 ","169518095 ","20240101","20241231"
