상권업종대분류명,상권업종중분류명,시군구명,행정동명,경도,위도
소매,섬유·의복·신발 소매,함양군,함양읍,127.733012834514,35.5223201224476
소매,종합 소매,하동군,금성면,127.8207152773,34.951131435915
숙박,일반 숙박,밀양시,단장면,128.954042079144,35.5337966812238
과학·기술,기술 서비스,하동군,하동읍,127.754351101688,35.0715681020742
시설관리·임대,운송장비 대여,통영시,욕지면,128.264907373004,34.6356083500039
음식,기타 간이,남해군,삼동면,128.044766015914,34.7966410743755
수리·개인,이용·미용,밀양시,내이동,128.747577795919,35.4958008160611
과학·기술,사진 촬영,고성군,고성읍,128.325573939765,34.9748276147702
수리·개인,이용·미용,고성군,고성읍,128.325752884367,34.9750599999262
교육,기타 교육,통영시,한산면,128.570523223339,34.640987317777
소매,식료품 소매,밀양시,부북면,128.721598931629,35.5182441532412
소매,오락용품 소매,고성군,고성읍,128.320043296597,34.9747707019183
음식,한식,고성군,고성읍,128.331475731681,34.9524827859397
소매,종합 소매,고성군,구만면,128.334605018604,35.0885621949219
음식,한식,고성군,고성읍,128.324956891066,34.9766279445085
수리·개인,이용·미용,함양군,함양읍,127.727660609863,35.521730645861
부동산,부동산 서비스,사천시,벌용동,128.081288335196,34.9482259621506
음식,한식,합천군,가회면,128.000809445415,35.4638680294526
음식,주점,함안군,칠원읍,128.538021612452,35.2932855022458
과학·기술,기술 서비스,하동군,고전면,127.804826310896,34.9977116983622
수리·개인,욕탕·신체관리,하동군,하동읍,127.746555022285,35.0702553086126
음식,비알코올 ,밀양시,단장면,128.899354989943,35.4792592187598
음식,기타 간이,의령군,의령읍,128.268631711752,35.3196822654013
소매,섬유·의복·신발 소매,통영시,중앙동,128.422556835344,34.8435371882173
예술·스포츠,스포츠 서비스,밀양시,삼문동,128.752140929959,35.4831632716707
수리·개인,기타 가정용품 수리,거창군,거창읍,127.913987914484,35.6870598240749
수리·개인,자동차 수리·세차,사천시,용현면,128.06183904709,35.0112384826861
음식,한식,하동군,하동읍,127.748752446124,35.0695747659498
음식,기타 간이,함안군,칠원읍,128.522691369554,35.2753106261764
음식,한식,함양군,함양읍,127.722809101955,35.522877406064
음식,비알코올 ,사천시,동서동,128.057222765961,34.9436066435281
숙박,일반 숙박,산청군,시천면,127.77703277797,35.2640572251917
소매,식료품 소매,산청군,금서면,127.869615078245,35.4218483245554
소매,섬유·의복·신발 소매,남해군,남해읍,127.894067863699,34.8395299410272
숙박,일반 숙박,통영시,무전동,128.430926934555,34.8584547710269
소매,종합 소매,함안군,칠원읍,128.515361563355,35.3101272306375
음식,기타 간이,함양군,유림면,127.791330570242,35.4659279564423
음식,비알코올 ,고성군,고성읍,128.324832313504,34.9756919481075
숙박,일반 숙박,고성군,회화면,128.38276612527,35.0471132159973
소매,종합 소매,사천시,벌용동,128.080373451862,34.9394010080548
음식,한식,함양군,마천면,127.683194411723,35.4078689875255
소매,의약·화장품 소매,밀양시,내이동,128.750382946299,35.5001488457644
음식,한식,창녕군,창녕읍,128.498879334045,35.5423872693246
음식,기타 간이,고성군,고성읍,128.323556672933,34.9753543524696
소매,식료품 소매,하동군,악양면,127.721506808907,35.1701403081577
과학·기술,기술 서비스,밀양시,단장면,128.903542005451,35.5217723499951
음식,중식,밀양시,상남면,128.775909611743,35.4116500271641
부동산,부동산 서비스,밀양시,내이동,128.742999081672,35.4991112849419
수리·개인,모터사이클 수리,합천군,초계면,128.270112852312,35.5585236181605
소매,종합 소매,밀양시,삼문동,128.751312042325,35.4865997632688
음식,중식,남해군,상주면,127.985428253546,34.7208078164154
수리·개인,이용·미용,사천시,벌용동,128.083707869722,34.9399301353607
소매,종합 소매,합천군,가회면,128.023727048684,35.4824131293314
소매,식료품 소매,고성군,하일면,128.223693534392,34.9467575653216
수리·개인,욕탕·신체관리,사천시,사남면,128.07550460943,35.0625927309695
숙박,일반 숙박,산청군,금서면,127.819459844618,35.4141054991849
숙박,일반 숙박,밀양시,가곡동,128.77156381239,35.4730568621931
소매,가전·통신 소매,밀양시,가곡동,128.767105304245,35.4752129614446
음식,주점,합천군,합천읍,128.159796709909,35.567413100853
음식,중식,의령군,의령읍,128.259052771655,35.3196111619422
음식,한식,함안군,가야읍,128.401627491226,35.2741875056714
소매,철물·건설자재 소매,사천시,사천읍,128.085287573173,35.0778640387604
음식,한식,사천시,남양동,128.041918045295,34.9901487178131
음식,한식,하동군,청암면,127.725089981807,35.234915445864
수리·개인,자동차 수리·세차,산청군,신안면,127.975864083499,35.3017602594676
수리·개인,자동차 수리·세차,하동군,악양면,127.701423959169,35.1412802685667
음식,한식,산청군,신안면,127.974579927506,35.3019418611845
소매,식료품 소매,하동군,악양면,127.717601286671,35.1778879364048
음식,기타 간이,함양군,지곡면,127.773982758364,35.5650730449292
소매,종합 소매,합천군,초계면,128.268125468019,35.5590852773023
시설관리·임대,고용 알선,거창군,거창읍,127.913926329754,35.6903768681815
수리·개인,이용·미용,거창군,거창읍,127.907880633176,35.6891608757558
소매,철물·건설자재 소매,창녕군,부곡면,128.594804000918,35.4368161316021
소매,식료품 소매,거창군,고제면,127.876278839642,35.8649463677429
소매,섬유·의복·신발 소매,창녕군,창녕읍,128.497664469938,35.5410956235314
음식,주점,합천군,가야면,128.138572358292,35.7609285806629
음식,한식,함양군,마천면,127.655257021121,35.3688259848357
음식,기타 간이,거창군,거창읍,127.915051319633,35.6873131061089
수리·개인,욕탕·신체관리,함양군,함양읍,127.730592382735,35.5204331034978
소매,종합 소매,합천군,용주면,128.113540747462,35.5446602460693
음식,한식,통영시,산양읍,128.389870558222,34.7896287791625
수리·개인,이용·미용,고성군,고성읍,128.325034667033,34.9753382314155
음식,한식,통영시,광도면,128.419089029515,34.8803240043891
숙박,일반 숙박,남해군,고현면,127.888028363943,34.9041840061554
음식,한식,남해군,이동면,127.949744359528,34.7668812355003
음식,기타 간이,거창군,거창읍,127.91452182449,35.6825405359638
과학·기술,기술 서비스,함양군,함양읍,127.728034562353,35.5204125178132
수리·개인,이용·미용,통영시,정량동,128.428790004049,34.8467989576106
소매,연료 소매,통영시,용남면,128.417780886402,34.8697489268895
교육,기타 교육,통영시,봉평동,128.433838375174,34.8277399494173
소매,연료 소매,사천시,서포면,127.975197411535,35.0013568469899
수리·개인,이용·미용,하동군,진교면,127.903471511212,35.0263382923499
소매,종합 소매,고성군,하이면,128.1202637419,34.9284760537615
수리·개인,욕탕·신체관리,함안군,군북면,128.344963888167,35.2629522150674
과학·기술,인쇄·제품제작,밀양시,내이동,128.743921524955,35.504568062833
소매,섬유·의복·신발 소매,밀양시,내일동,128.75181276576,35.4934233759745
예술·스포츠,유원지·오락,함양군,마천면,127.662266856068,35.395817950826
소매,종합 소매,합천군,가야면,128.12556162066,35.7760742671263
소매,오락용품 소매,함양군,함양읍,127.728250899367,35.5223940317749
음식,주점,사천시,사천읍,128.085064134578,35.0833460404146
소매,가전·통신 소매,남해군,남해읍,127.893865831814,34.8390446866607
음식,한식,하동군,진교면,127.905562774084,35.0232130774918
숙박,일반 숙박,남해군,삼동면,128.043050396361,34.7992336830852
숙박,일반 숙박,사천시,서포면,127.966651204143,34.989067836828
숙박,일반 숙박,밀양시,단장면,128.942655808313,35.5306735292448
음식,기타 간이,의령군,의령읍,128.261131447993,35.3196345595083
음식,기타 간이,밀양시,내이동,128.746798305062,35.4974612510269
소매,종합 소매,함양군,백전면,127.636458843797,35.5613080308794
음식,한식,통영시,산양읍,128.410224652116,34.8005529363862
소매,섬유·의복·신발 소매,통영시,중앙동,128.422185674682,34.842297722022
소매,종합 소매,고성군,회화면,128.376588347695,35.089093195928
수리·개인,가전제품 수리,통영시,중앙동,128.426829696979,34.8466056597538
소매,가구 소매,거창군,거창읍,127.910185753833,35.6800769485377
수리·개인,자동차 수리·세차,사천시,벌용동,128.086445213514,34.945809433095
부동산,부동산 서비스,밀양시,내이동,128.742820675698,35.4990147339255
소매,오락용품 소매,산청군,단성면,127.905085057912,35.2407335255224
음식,한식,함안군,산인면,128.487071159003,35.2643981633353
음식,한식,고성군,고성읍,128.327514212308,34.9749596372666
음식,한식,산청군,신안면,127.97038589349,35.301506914337
수리·개인,세탁,사천시,벌용동,128.081545739719,34.9419864256705
예술·스포츠,유원지·오락,하동군,금남면,127.832185782153,34.9281408317669
수리·개인,이용·미용,사천시,사천읍,128.086193225156,35.0824977078002
교육,기타 교육,함안군,가야읍,128.376886838626,35.2558787368454
소매,연료 소매,거창군,가조면,127.999788532594,35.7161726118007
음식,한식,합천군,적중면,128.286850773557,35.5541373817517
수리·개인,자동차 수리·세차,고성군,고성읍,128.333288866986,35.000195880796
음식,한식,통영시,도천동,128.417689332736,34.8408360183612
음식,한식,산청군,신안면,127.981494806207,35.2946124888573
수리·개인,자동차 수리·세차,사천시,사천읍,128.080707817301,35.0797706660912
숙박,일반 숙박,남해군,삼동면,128.039343691397,34.7990400568472
음식,한식,하동군,북천면,127.892371115415,35.1139040609272
수리·개인,이용·미용,밀양시,삼문동,128.750006584549,35.4853390425784
음식,한식,창녕군,창녕읍,128.497149532052,35.5377134981402
음식,한식,통영시,봉평동,128.432954768167,34.8297332442056
음식,비알코올 ,밀양시,내이동,128.745209666339,35.49228448275
음식,기타 간이,통영시,한산면,128.557950006739,34.7144163436178
소매,종합 소매,통영시,무전동,128.427537233128,34.8578186354117
예술·스포츠,유원지·오락,통영시,명정동,128.399871359125,34.8564007694295
소매,오락용품 소매,함양군,함양읍,127.727233345542,35.5183624278369
숙박,일반 숙박,함양군,함양읍,127.727874613963,35.5173491237166
음식,한식,창녕군,남지읍,128.475119697734,35.3886986172138
과학·기술,기술 서비스,통영시,용남면,128.418673460652,34.8733257126198
부동산,부동산 서비스,남해군,남해읍,127.89480480447,34.8359010182671
예술·스포츠,스포츠 서비스,사천시,정동면,128.11006893107,35.0578197919427
음식,한식,사천시,동서금동,128.078619882394,34.9325393857306
소매,종합 소매,산청군,산청읍,127.878345171905,35.4166478119695
수리·개인,이용·미용,밀양시,삼문동,128.75361897476,35.4872962002702
음식,한식,밀양시,부북면,128.734867846494,35.4694536781887
수리·개인,이용·미용,함안군,칠원읍,128.522582820745,35.2759698945738
음식,주점,함양군,마천면,127.663887079537,35.3960794486933
소매,섬유·의복·신발 소매,통영시,북신동,128.427577010776,34.8556910840377
음식,한식,창녕군,부곡면,128.58819157048,35.4393455712672
소매,안경·정밀기기 소매,함안군,가야읍,128.41391337852,35.2785597819222
시설관리·임대,기타 사업 서비스,하동군,고전면,127.830867764031,35.0230895027732
수리·개인,이용·미용,사천시,사천읍,128.095587475134,35.0798534574402
수리·개인,자동차 수리·세차,고성군,회화면,128.365101216851,35.0557854066596
음식,기타 간이,고성군,회화면,128.368794748735,35.0564287578028
음식,주점,통영시,북신동,128.4281185284,34.8572890514038
수리·개인,이용·미용,산청군,산청읍,127.878326479237,35.4169543852361
수리·개인,자동차 수리·세차,사천시,사천읍,128.084305516712,35.0840198002706
소매,가전·통신 소매,사천시,사천읍,128.085338898667,35.0867054880813
음식,한식,하동군,진교면,127.903933667219,35.0265151187251
숙박,일반 숙박,남해군,삼동면,128.049154422758,34.7963148857987
소매,섬유·의복·신발 소매,의령군,의령읍,128.261547702447,35.3195310777796
소매,섬유·의복·신발 소매,하동군,하동읍,127.748012247656,35.070156195261
교육,기타 교육,함안군,가야읍,128.403014352397,35.2794076985209
음식,한식,밀양시,삼문동,128.755298774991,35.4844871490418
숙박,일반 숙박,함양군,마천면,127.697868244722,35.3885783518736
수리·개인,자동차 수리·세차,사천시,남양동,128.060945995204,34.972606219198
음식,비알코올 ,함안군,여항면,128.448629699034,35.2018130460403
음식,한식,합천군,야로면,128.157372605025,35.7306215791291
수리·개인,이용·미용,함안군,칠원읍,128.521392837005,35.2752188181364
소매,식물 소매,사천시,향촌동,128.091047136629,34.9320949192878
소매,식료품 소매,통영시,광도면,128.404523415262,34.8695603156424
숙박,일반 숙박,함안군,가야읍,128.406514859003,35.2778168916437
소매,섬유·의복·신발 소매,고성군,고성읍,128.326112572273,34.9749569284259
음식,주점,함양군,함양읍,127.729061639327,35.5206136090479
소매,섬유·의복·신발 소매,고성군,고성읍,128.323051378909,34.9772976631761
음식,주점,고성군,고성읍,128.325349548421,34.9751725598787
소매,연료 소매,밀양시,삼랑진읍,128.836428290017,35.3940550764948
소매,종합 소매,통영시,산양읍,128.422606147514,34.8171732561771
부동산,부동산 서비스,하동군,진교면,127.905562774084,35.0232130774918
부동산,부동산 서비스,함안군,칠원읍,128.501731792226,35.2990228513027
숙박,일반 숙박,통영시,무전동,128.429275737701,34.857816238174
예술·스포츠,유원지·오락,거창군,북상면,127.723996674827,35.7612006067297
음식,비알코올 ,밀양시,부북면,128.726051243003,35.4718510900604
숙박,일반 숙박,산청군,시천면,127.756446336179,35.294435830516
소매,의약·화장품 소매,통영시,정량동,128.433467941916,34.8448331335415
음식,한식,밀양시,내이동,128.748307838334,35.4944024326255
소매,가전·통신 소매,거창군,거창읍,127.912497224286,35.6900272125337
소매,오락용품 소매,사천시,사천읍,128.0904958729,35.0853072449362
숙박,일반 숙박,남해군,이동면,127.917822193436,34.7733005050222
음식,비알코올 ,함양군,지곡면,127.767349155933,35.5657733802901
음식,중식,함양군,수동면,127.788105930551,35.5215581397756
음식,한식,거창군,거창읍,127.911764260853,35.6828949129811
소매,철물·건설자재 소매,남해군,남해읍,127.894072421286,34.8480388239035
소매,섬유·의복·신발 소매,통영시,무전동,128.428240982007,34.8605773819572
소매,식료품 소매,고성군,상리면,128.238922599691,34.9956527346337
시설관리·임대,기타 사업 서비스,고성군,고성읍,128.334896003545,34.9716790763229
소매,종합 소매,함안군,산인면,128.43898174323,35.3039586289401
음식,주점,밀양시,하남읍,128.70862137502,35.3742842521689
교육,기타 교육,통영시,광도면,128.423018195367,34.8830180347926
예술·스포츠,유원지·오락,함양군,함양읍,127.72788340419,35.5207649300284
수리·개인,이용·미용,밀양시,내이동,128.748021115029,35.5010031628582
소매,장식품 소매,밀양시,가곡동,128.763727118953,35.4809397729549
소매,의약·화장품 소매,밀양시,가곡동,128.762805476823,35.479601485935
음식,구내식당·뷔페,함안군,칠북면,128.515975957309,35.3553972486402
숙박,일반 숙박,남해군,삼동면,128.019565196376,34.7883459346794
음식,기타 간이,산청군,금서면,127.826263950443,35.4378351416863
예술·스포츠,유원지·오락,사천시,벌용동,128.086160724621,34.939178145594
수리·개인,이용·미용,산청군,산청읍,127.874726582718,35.4139341644636
음식,주점,사천시,사천읍,128.086327592976,35.0843622273872
소매,철물·건설자재 소매,남해군,남해읍,127.894758969019,34.8437883321852
소매,연료 소매,밀양시,내이동,128.742461098412,35.4997138314024
숙박,일반 숙박,통영시,한산면,128.460796736965,34.7195409226552
소매,오락용품 소매,밀양시,삼문동,128.74802307285,35.4802401224754
숙박,일반 숙박,남해군,서면,127.831668877177,34.8214673587504
수리·개인,이용·미용,통영시,북신동,128.429170552175,34.8555281554861
수리·개인,자동차 수리·세차,밀양시,초동면,128.668599933393,35.422192589216
소매,종합 소매,사천시,사남면,128.078720873546,35.0662595766784
음식,주점,함안군,가야읍,128.399111344406,35.2767761915043
음식,비알코올 ,통영시,미수동,128.408164559541,34.8336009799789
음식,한식,남해군,남면,127.894621591123,34.7278723114636
소매,종합 소매,창녕군,대합면,128.470346614478,35.6131854505201
수리·개인,이용·미용,사천시,동서동,128.068387884898,34.9275732859442
소매,섬유·의복·신발 소매,통영시,무전동,128.429824381602,34.8572960430152
소매,섬유·의복·신발 소매,창녕군,남지읍,128.479862324906,35.389262451335
소매,식료품 소매,산청군,시천면,127.778801597726,35.2731942043836
숙박,일반 숙박,밀양시,단장면,128.954449094883,35.5319427622798
수리·개인,가전제품 수리,고성군,고성읍,128.286550050704,34.9805470914179
음식,비알코올 ,산청군,신안면,127.977375561535,35.3003690722923
음식,한식,사천시,벌용동,128.088246671186,34.9388259820318
음식,한식,사천시,동서동,128.071716948427,34.9277332466177
과학·기술,기술 서비스,통영시,북신동,128.424909361943,34.8519008296839
예술·스포츠,유원지·오락,하동군,하동읍,127.746901232271,35.0697484228185
음식,한식,사천시,선구동,128.074067316391,34.9266939774585
음식,한식,함안군,가야읍,128.412726949833,35.2785916701492
음식,한식,함안군,가야읍,128.409493928787,35.2727802708021
음식,기타 간이,거창군,거창읍,127.932311411108,35.6696695039293
음식,비알코올 ,하동군,악양면,127.687872059458,35.1542831616301
음식,기타 간이,함양군,함양읍,127.728301801616,35.5182658531604
소매,연료 소매,함양군,수동면,127.792743511251,35.5883931510643
음식,한식,고성군,고성읍,128.322322021162,34.9741600578485
소매,종합 소매,함안군,칠원읍,128.514611075586,35.3099744129526
음식,한식,사천시,곤양면,127.960928445227,35.056938833273
소매,식료품 소매,통영시,광도면,128.418234254694,34.8821365899204
숙박,일반 숙박,합천군,대병면,127.999932080452,35.5344352511906
음식,주점,함안군,가야읍,128.405329304321,35.2772628838167
숙박,일반 숙박,함양군,휴천면,127.747165194754,35.4422080755174
음식,한식,함양군,함양읍,127.727757913448,35.5178545459889
숙박,일반 숙박,사천시,동서동,128.040444086019,34.9446168063314
과학·기술,인쇄·제품제작,함안군,칠원읍,128.516344690694,35.3091956481317
보건의료,의원,밀양시,삼문동,128.753739935664,35.4893130667133
숙박,일반 숙박,사천시,사천읍,128.08928129695,35.0821996114925
음식,기타 간이,창녕군,남지읍,128.481703783835,35.389456170417
소매,섬유·의복·신발 소매,밀양시,내일동,128.751560249471,35.4929584337194
수리·개인,욕탕·신체관리,창녕군,창녕읍,128.497909692301,35.5359016517877
숙박,일반 숙박,통영시,사량면,128.176432642508,34.854333235777
음식,주점,하동군,하동읍,127.747279797257,35.0703860471158
교육,기타 교육,함양군,함양읍,127.72524540476,35.5191855508764
숙박,일반 숙박,의령군,부림면,128.324473247588,35.4665360812013
음식,한식,밀양시,내이동,128.75133890728,35.4979901828667
소매,기타 생활용품 소매,합천군,합천읍,128.16414946267,35.5716970835684
소매,기타 생활용품 소매,통영시,무전동,128.429485335032,34.857291016411
소매,중고 상품 소매,통영시,광도면,128.414808893306,34.8724514177407
부동산,부동산 서비스,사천시,정동면,128.085053074236,35.0634630825258
교육,기타 교육,통영시,무전동,128.427146099601,34.8592292654109
부동산,부동산 서비스,밀양시,내이동,128.741206388502,35.4895757316843
음식,한식,고성군,고성읍,128.319947222367,34.9749249681909
수리·개인,이용·미용,함안군,가야읍,128.404137089556,35.2782320560256
숙박,일반 숙박,남해군,남면,127.850205833655,34.7500670862581
음식,일식,거창군,거창읍,127.900852813502,35.6870416744915
소매,연료 소매,남해군,이동면,127.942652687208,34.8098506703077
음식,중식,산청군,차황면,127.928598582001,35.4639765385126
수리·개인,이용·미용,사천시,선구동,128.075375932788,34.9313693638696
수리·개인,자동차 수리·세차,고성군,영오면,128.238175102812,35.1094679427724
음식,한식,함안군,칠원읍,128.53466756588,35.2949593430225
숙박,일반 숙박,창녕군,부곡면,128.579038455818,35.4431876255725
음식,주점,통영시,광도면,128.421857683956,34.8797779070339
수리·개인,자동차 수리·세차,의령군,지정면,128.394667316469,35.3776949060157
음식,한식,함안군,가야읍,128.405404108177,35.2777757277863
부동산,부동산 서비스,합천군,야로면,128.166477850285,35.7175831805776
예술·스포츠,유원지·오락,합천군,합천읍,128.161496983403,35.5682889556037
시설관리·임대,산업용품 대여,밀양시,초동면,128.693555029217,35.4020279134086
소매,종합 소매,하동군,금남면,127.809760042107,34.9970659677301
숙박,일반 숙박,산청군,시천면,127.747504631706,35.2748697903678
음식,한식,함안군,가야읍,128.406841396248,35.2738205516405
예술·스포츠,유원지·오락,합천군,묘산면,128.130992606169,35.6792054183569
숙박,일반 숙박,통영시,광도면,128.419979360809,34.8869381931201
음식,기타 간이,남해군,서면,127.835539909036,34.8108135991152
소매,식료품 소매,밀양시,하남읍,128.708843649952,35.3743892514176
수리·개인,자동차 수리·세차,밀양시,삼문동,128.745965881088,35.4829283744089
소매,의약·화장품 소매,함안군,법수면,128.38401408199,35.3182992753504
소매,의약·화장품 소매,남해군,남해읍,127.903624118063,34.8226307584862
음식,중식,사천시,동서동,128.069956729348,34.933769706856
시설관리·임대,가정용품 대여,통영시,명정동,128.416614163745,34.8591090746806
소매,의약·화장품 소매,통영시,북신동,128.428366251093,34.8564389131951
수리·개인,이용·미용,통영시,무전동,128.422022551151,34.8639490523858
음식,주점,거창군,거창읍,127.919189739225,35.6850194557779
음식,기타 간이,함안군,칠원읍,128.518900850993,35.3077215921984
음식,한식,밀양시,단장면,128.885989136788,35.5187499787321
음식,기타 간이,거창군,거창읍,127.90607824185,35.6890122319295
보건의료,병원,창녕군,부곡면,128.613055462851,35.4354110774268
숙박,일반 숙박,통영시,명정동,128.39542127722,34.8564068547851
소매,의약·화장품 소매,남해군,남해읍,127.893952036074,34.8379173418395
부동산,부동산 서비스,통영시,광도면,128.421069277527,34.8784531955576
숙박,일반 숙박,함양군,함양읍,127.732008159727,35.5209472631807
소매,의약·화장품 소매,함안군,칠원읍,128.515789311157,35.3094819941014
소매,종합 소매,거창군,거창읍,127.915470602392,35.6892025297293
소매,종합 소매,사천시,사남면,128.077659287082,35.0680626386211
숙박,일반 숙박,함양군,함양읍,127.729576254045,35.5275323378528
소매,섬유·의복·신발 소매,통영시,북신동,128.427568103083,34.8558083585377
수리·개인,이용·미용,밀양시,가곡동,128.767065728774,35.4744114984179
숙박,일반 숙박,거창군,가북면,128.069190075629,35.8303100295725
소매,종합 소매,산청군,산청읍,127.878554391814,35.4176647434597
소매,섬유·의복·신발 소매,고성군,고성읍,128.323933765089,34.9749716934265
음식,한식,사천시,용현면,128.039940400279,35.0424428094017
과학·기술,기술 서비스,합천군,합천읍,128.165586270692,35.5657981158291
소매,오락용품 소매,남해군,남면,127.848051831909,34.7669019405224
음식,한식,남해군,삼동면,127.981220763962,34.809951385252
예술·스포츠,유원지·오락,남해군,창선면,127.997568904756,34.837066621647
부동산,부동산 서비스,밀양시,상남면,128.752911068431,35.4623079282838
소매,식료품 소매,고성군,삼산면,128.316719014177,34.9613683285375
음식,기타 간이,하동군,화개면,127.624034707973,35.1919712768017
음식,한식,함양군,함양읍,127.728127914999,35.5197630312919
소매,식료품 소매,통영시,명정동,128.417110782407,34.845349312439
음식,비알코올 ,함양군,마천면,127.678794819661,35.4004670630066
숙박,일반 숙박,합천군,야로면,128.160859703377,35.7226212384769
음식,기타 간이,창녕군,남지읍,128.481703783835,35.389456170417
예술·스포츠,유원지·오락,하동군,금성면,127.795659359587,34.9661435426981
숙박,일반 숙박,통영시,봉평동,128.434732685854,34.824475674288
음식,주점,남해군,고현면,127.87322808951,34.8962060320098
수리·개인,자동차 수리·세차,거창군,거창읍,127.906540119764,35.681014713455
음식,기타 간이,사천시,벌용동,128.081992510344,34.9409999902387
음식,한식,사천시,곤양면,128.025093103734,35.0549353734514
음식,기타 간이,거창군,거창읍,127.904442322822,35.6879520535236
소매,섬유·의복·신발 소매,통영시,광도면,128.417991962833,34.8871326427547
숙박,일반 숙박,남해군,삼동면,128.043622084822,34.7986428972479
소매,종합 소매,남해군,미조면,128.024375777294,34.7258316771688
음식,한식,창녕군,부곡면,128.582375364889,35.4415037360312
음식,한식,통영시,산양읍,128.392092453747,34.7866200099157
음식,비알코올 ,고성군,회화면,128.370467249166,35.0568154501677
수리·개인,이용·미용,사천시,정동면,128.084049121819,35.0745853097683
소매,종합 소매,하동군,청암면,127.783480998764,35.1872320710441
음식,한식,통영시,중앙동,128.423754211543,34.8445056031953
소매,철물·건설자재 소매,밀양시,삼랑진읍,128.841770944719,35.3995970154469
과학·기술,회계·세무,밀양시,내이동,128.74526067388,35.501773085536
음식,기타 간이,산청군,시천면,127.840127903114,35.2773264723059
과학·기술,본사·경영 컨설팅,사천시,용현면,128.060178235586,35.0115774802107
음식,한식,합천군,가야면,128.137866367358,35.7602683644498
예술·스포츠,스포츠 서비스,통영시,무전동,128.427247793446,34.8587864314715
숙박,일반 숙박,고성군,고성읍,128.324963898137,34.9750235473901
음식,한식,통영시,산양읍,128.386988835012,34.808697544158
음식,기타 간이,거창군,마리면,127.850425035096,35.6965922016205
부동산,부동산 서비스,남해군,이동면,127.925218479168,34.8173937443505
숙박,일반 숙박,산청군,산청읍,127.885603603947,35.4018136999322
소매,식료품 소매,함양군,함양읍,127.68424750575,35.5127916258529
음식,한식,사천시,정동면,128.085640867131,35.0772209416004
음식,한식,의령군,대의면,128.106413897247,35.3714676903472
소매,식료품 소매,고성군,영오면,128.188288553157,35.0910849837327
수리·개인,기타 가정용품 수리,고성군,고성읍,128.337262257783,34.9737710993036
숙박,일반 숙박,통영시,욕지면,128.181684317552,34.7090210089114
음식,한식,거창군,거창읍,127.914029322936,35.6868161738254
수리·개인,이용·미용,함안군,가야읍,128.3972869932,35.2754994768144
소매,섬유·의복·신발 소매,밀양시,내이동,128.74981567093,35.4927945069774
교육,기타 교육,고성군,고성읍,128.327971628313,34.9761623816348
소매,가구 소매,통영시,무전동,128.430442333337,34.8582531726377
소매,의약·화장품 소매,밀양시,내일동,128.753853414228,35.4914922519702
소매,종합 소매,밀양시,청도면,128.643597223424,35.5428623664508
음식,한식,고성군,회화면,128.365396950246,35.0557730649519
소매,기타 생활용품 소매,거창군,거창읍,127.916689480622,35.6846960480528
소매,의약·화장품 소매,통영시,봉평동,128.42385967725,34.8290468980944
소매,식료품 소매,사천시,사천읍,128.087590596035,35.0828637349182
음식,한식,합천군,가야면,128.140119352287,35.7608598529535
시설관리·임대,가정용품 대여,남해군,남해읍,127.894489995584,34.8401487819088
소매,식료품 소매,합천군,합천읍,128.158872499749,35.5668091472954
소매,의약·화장품 소매,통영시,광도면,128.416314873087,34.8843761790686
음식,한식,통영시,정량동,128.426503311486,34.8447978584785
소매,식료품 소매,산청군,생비량면,128.066240572451,35.369864097809
음식,한식,하동군,금성면,127.815010569917,34.9598679574738
음식,비알코올 ,산청군,생초면,127.833725380711,35.4928251763463
소매,가전·통신 소매,고성군,고성읍,128.326478748126,34.9779722949662
시설관리·임대,운송장비 대여,통영시,용남면,128.454419512045,34.8693341504499
수리·개인,이용·미용,창녕군,남지읍,128.475957728933,35.3887875148892
소매,기타 생활용품 소매,밀양시,삼문동,128.752402251435,35.4870795762473
음식,구내식당·뷔페,합천군,용주면,128.109493364398,35.5158035138479
수리·개인,자동차 수리·세차,사천시,사천읍,128.089897324633,35.0798776949508
수리·개인,자동차 수리·세차,거창군,거창읍,127.921294762021,35.6951603709419
음식,주점,통영시,북신동,128.429062438963,34.8568633602301
교육,기타 교육,남해군,상주면,127.98490236024,34.7215692266583
소매,섬유·의복·신발 소매,하동군,하동읍,127.748501045303,35.0696574389324
음식,한식,사천시,곤양면,127.961632339562,35.0571405611994
소매,가전·통신 소매,사천시,정동면,128.079897246658,35.0648520637038
교육,일반 교육,통영시,광도면,128.418199559213,34.8782073051606
예술·스포츠,유원지·오락,통영시,광도면,128.422055202959,34.879180735498
음식,한식,사천시,용현면,128.074525880985,35.0464587475268
소매,종합 소매,고성군,고성읍,128.330333179512,34.9779661733788
소매,의약·화장품 소매,통영시,무전동,128.420882113308,34.8650349407155
음식,한식,통영시,중앙동,128.425063040276,34.8462297992831
시설관리·임대,고용 알선,창녕군,남지읍,128.473307553215,35.387089513842
음식,한식,사천시,선구동,128.073741972672,34.9269221880403
수리·개인,이용·미용,산청군,시천면,127.841436779961,35.2774165193015
소매,종합 소매,창녕군,영산면,128.495689656888,35.4286581284719
시설관리·임대,운송장비 대여,남해군,설천면,127.875181056386,34.9410616370778
음식,한식,밀양시,내이동,128.749876098447,35.4925322905776
예술·스포츠,스포츠 서비스,남해군,남해읍,127.898487275321,34.8417868516858
소매,식료품 소매,합천군,합천읍,128.175254027145,35.5895779739307
과학·기술,광고,통영시,봉평동,128.421804151508,34.8296477819687
