"시군구명","연월","분류","성별","연령대","매출건수(건)","매출합계(원)","집계시작일","집계종료일"
"창원시 의창구","202404","유통","여성","70대이상","10493","225740164","20240101","20241231"
"창원시 의창구","202404","유흥","남성","20대","8855","102505141","20240101","20241231"
"창원시 의창구","202404","유흥","남성","20대미만","62","342700","20240101","20241231"
"창원시 의창구","202404","유흥","남성","30대","1714","135273475","20240101","20241231"
"창원시 의창구","202404","유흥","남성","40대","1234","188409870","20240101","20241231"
"창원시 의창구","202404","유흥","남성","50대","1672","317409870","20240101","20241231"
"창원시 의창구","202404","유흥","남성","60대","452","65752570","20240101","20241231"
"창원시 의창구","202404","유흥","여성","20대","802","11477724","20240101","20241231"
"창원시 의창구","202404","유흥","여성","20대미만","171","849897","20240101","20241231"
"창원시 의창구","202404","유흥","여성","30대","219","4136395","20240101","20241231"
"창원시 의창구","202404","유흥","여성","40대","62","1021247","20240101","20241231"
"창원시 의창구","202404","유흥","여성","50대","41","3831391","20240101","20241231"
"창원시 의창구","202404","유흥","여성","60대","48","7093900","20240101","20241231"
"창원시 의창구","202404","의료/미용","남성","20대","20960","626509938","20240101","20241231"
"창원시 의창구","202404","의료/미용","남성","30대","52934","2372396299","20240101","20241231"
"창원시 의창구","202404","의료/미용","남성","40대","61611","2970380685","20240101","20241231"
"창원시 의창구","202404","의료/미용","남성","50대","50679","2647794585","20240101","20241231"
"창원시 의창구","202404","의료/미용","남성","60대","38472","1764926936","20240101","20241231"
"창원시 의창구","202404","의료/미용","남성","70대이상","13646","692679712","20240101","20241231"
"창원시 의창구","202404","의료/미용","여성","20대","9801","411042015","20240101","20241231"
"창원시 의창구","202404","의료/미용","여성","20대미만","21","214531","20240101","20241231"
"창원시 의창구","202404","의료/미용","여성","30대","48286","2030838417","20240101","20241231"
"창원시 의창구","202404","의료/미용","여성","40대","42502","1775506374","20240101","20241231"
"창원시 의창구","202404","의료/미용","여성","50대","36600","1857444825","20240101","20241231"
"창원시 의창구","202404","의료/미용","여성","60대","26018","1539772515","20240101","20241231"
"창원시 의창구","202404","의료/미용","여성","70대이상","7402","315124537","20240101","20241231"
"창원시 의창구","202404","의생활","남성","30대","41","421522","20240101","20241231"
"창원시 의창구","202404","의생활","남성","40대","212","11401138","20240101","20241231"
"창원시 의창구","202404","의생활","남성","50대","96","9067855","20240101","20241231"
"창원시 의창구","202404","의생활","남성","60대","69","3050034","20240101","20241231"
"창원시 의창구","202404","의생활","남성","70대이상","21","150103","20240101","20241231"
"창원시 의창구","202404","의생활","여성","20대","27","2206991","20240101","20241231"
"창원시 의창구","202404","의생활","여성","30대","123","5541467","20240101","20241231"
"창원시 의창구","202404","의생활","여성","40대","212","21368060","20240101","20241231"
"창원시 의창구","202404","의생활","여성","50대","446","40825908","20240101","20241231"
"창원시 의창구","202404","의생활","여성","60대","480","31632488","20240101","20241231"
"창원시 의창구","202404","의생활","여성","70대이상","89","7847841","20240101","20241231"
"창원시 의창구","202404","자동차","남성","20대","13352","471022776","20240101","20241231"
"창원시 의창구","202404","자동차","남성","30대","32378","1477136237","20240101","20241231"
"창원시 의창구","202404","자동차","남성","40대","38396","2149409589","20240101","20241231"
"창원시 의창구","202404","자동차","남성","50대","38903","2894177923","20240101","20241231"
"창원시 의창구","202404","자동차","남성","60대","24339","1720105538","20240101","20241231"
"창원시 의창구","202404","자동차","남성","70대이상","4647","283578540","20240101","20241231"
"창원시 의창구","202404","자동차","여성","20대","3879","146871727","20240101","20241231"
"창원시 의창구","202404","자동차","여성","30대","12118","519145188","20240101","20241231"
"창원시 의창구","202404","자동차","여성","40대","13653","607387923","20240101","20241231"
"창원시 의창구","202404","자동차","여성","50대","14962","888736594","20240101","20241231"
"창원시 의창구","202404","자동차","여성","60대","7395","383088773","20240101","20241231"
"창원시 의창구","202404","자동차","여성","70대이상","446","27423989","20240101","20241231"
"창원시 의창구","202404","주거생활","남성","30대","288","7275209","20240101","20241231"
"창원시 의창구","202404","주거생활","남성","40대","1056","67812180","20240101","20241231"
"창원시 의창구","202404","주거생활","남성","50대","2180","167130178","20240101","20241231"
"창원시 의창구","202404","주거생활","남성","60대","1604","165481611","20240101","20241231"
"창원시 의창구","202404","주거생활","남성","70대이상","151","10401302","20240101","20241231"
"창원시 의창구","202404","주거생활","여성","30대","110","2526635","20240101","20241231"
"창원시 의창구","202404","주거생활","여성","40대","103","19661069","20240101","20241231"
"창원시 의창구","202404","주거생활","여성","50대","432","24434955","20240101","20241231"
"창원시 의창구","202404","주거생활","여성","60대","185","9930589","20240101","20241231"
"창원시 진해구","202404","교육","남성","20대","1967","32480740","20240101","20241231"
"창원시 진해구","202404","교육","남성","30대","781","28235435","20240101","20241231"
"창원시 진해구","202404","교육","남성","40대","7066","544511583","20240101","20241231"
"창원시 진해구","202404","교육","남성","50대","870","63309459","20240101","20241231"
"창원시 진해구","202404","교육","남성","60대","41","542152","20240101","20241231"
"창원시 진해구","202404","교육","남성","70대이상","110","910692","20240101","20241231"
"창원시 진해구","202404","교육","여성","20대","69","299931","20240101","20241231"
"창원시 진해구","202404","교육","여성","20대미만","110","141193","20240101","20241231"
"창원시 진해구","202404","교육","여성","30대","1755","66179507","20240101","20241231"
"창원시 진해구","202404","교육","여성","40대","5531","395602879","20240101","20241231"
"창원시 진해구","202404","교육","여성","50대","336","30890679","20240101","20241231"
"창원시 진해구","202404","교육","여성","60대","21","256340","20240101","20241231"
"창원시 진해구","202404","기타","남성","20대","3920","51717615","20240101","20241231"
"창원시 진해구","202404","기타","남성","20대미만","75","1507882","20240101","20241231"
"창원시 진해구","202404","기타","남성","30대","884","9470870","20240101","20241231"
"창원시 진해구","202404","기타","남성","40대","610","4597738","20240101","20241231"
"창원시 진해구","202404","기타","남성","50대","171","4644962","20240101","20241231"
"창원시 진해구","202404","기타","남성","60대","41","243317","20240101","20241231"
"창원시 진해구","202404","기타","남성","70대이상","96","294037","20240101","20241231"
"창원시 진해구","202404","기타","여성","20대","281","1312543","20240101","20241231"
"창원시 진해구","202404","기타","여성","30대","631","184358465","20240101","20241231"
"창원시 진해구","202404","기타","여성","40대","117","18145648","20240101","20241231"
"창원시 진해구","202404","기타","여성","50대","41","564085","20240101","20241231"
"창원시 진해구","202404","기타","여성","60대","158","777930","20240101","20241231"
"창원시 진해구","202404","내구재","남성","20대","1110","6612063","20240101","20241231"
"창원시 진해구","202404","내구재","남성","20대미만","27","128170","20240101","20241231"
"창원시 진해구","202404","내구재","남성","30대","1343","11305003","20240101","20241231"
"창원시 진해구","202404","내구재","남성","40대","2474","17196710","20240101","20241231"
"창원시 진해구","202404","내구재","남성","50대","1631","11864976","20240101","20241231"
"창원시 진해구","202404","내구재","남성","60대","425","2848869","20240101","20241231"
"창원시 진해구","202404","내구재","남성","70대이상","75","400274","20240101","20241231"
"창원시 진해구","202404","내구재","여성","20대","308","2241947","20240101","20241231"
"창원시 진해구","202404","내구재","여성","30대","898","6422892","20240101","20241231"
"창원시 진해구","202404","내구재","여성","40대","1967","15470528","20240101","20241231"
"창원시 진해구","202404","내구재","여성","50대","946","7448595","20240101","20241231"
"창원시 진해구","202404","내구재","여성","60대","267","2649760","20240101","20241231"
"창원시 진해구","202404","내구재","여성","70대이상","110","2917066","20240101","20241231"
"창원시 진해구","202404","레포츠/문화/취미","남성","20대","72461","605241261","20240101","20241231"
"창원시 진해구","202404","레포츠/문화/취미","남성","20대미만","3009","16100069","20240101","20241231"
"창원시 진해구","202404","레포츠/문화/취미","남성","30대","10048","263088417","20240101","20241231"
"창원시 진해구","202404","레포츠/문화/취미","남성","40대","14400","751076902","20240101","20241231"
"창원시 진해구","202404","레포츠/문화/취미","남성","50대","15182","1183270048","20240101","20241231"
"창원시 진해구","202404","레포츠/문화/취미","남성","60대","5380","571808088","20240101","20241231"
"창원시 진해구","202404","레포츠/문화/취미","남성","70대이상","1480","98995888","20240101","20241231"
"창원시 진해구","202404","레포츠/문화/취미","여성","20대","2228","19963674","20240101","20241231"
"창원시 진해구","202404","레포츠/문화/취미","여성","20대미만","21","89102","20240101","20241231"
"창원시 진해구","202404","레포츠/문화/취미","여성","30대","994","14352296","20240101","20241231"
"창원시 진해구","202404","레포츠/문화/취미","여성","40대","2036","95614119","20240101","20241231"
"창원시 진해구","202404","레포츠/문화/취미","여성","50대","2529","253852913","20240101","20241231"
"창원시 진해구","202404","레포츠/문화/취미","여성","60대","905","84705963","20240101","20241231"
"창원시 진해구","202404","레포츠/문화/취미","여성","70대이상","206","25114462","20240101","20241231"
"창원시 진해구","202404","서비스","남성","20대","10651","168476381","20240101","20241231"
"창원시 진해구","202404","서비스","남성","20대미만","1069","15755408","20240101","20241231"
"창원시 진해구","202404","서비스","남성","30대","548","29585332","20240101","20241231"
"창원시 진해구","202404","서비스","남성","40대","1275","46784236","20240101","20241231"
"창원시 진해구","202404","서비스","남성","50대","2008","55931940","20240101","20241231"
"창원시 진해구","202404","서비스","남성","60대","295","13213023","20240101","20241231"
"창원시 진해구","202404","서비스","남성","70대이상","21","345853","20240101","20241231"
"창원시 진해구","202404","서비스","여성","20대","219","1850994","20240101","20241231"
"창원시 진해구","202404","서비스","여성","20대미만","295","1754626","20240101","20241231"
"창원시 진해구","202404","서비스","여성","30대","192","3308705","20240101","20241231"
"창원시 진해구","202404","서비스","여성","40대","589","32580946","20240101","20241231"
"창원시 진해구","202404","서비스","여성","50대","576","22020151","20240101","20241231"
"창원시 진해구","202404","서비스","여성","60대","69","1340439","20240101","20241231"
"창원시 진해구","202404","식생활","남성","20대","287231","5395531227","20240101","20241231"
"창원시 진해구","202404","식생활","남성","20대미만","10507","112441261","20240101","20241231"
"창원시 진해구","202404","식생활","남성","30대","136964","3026005689","20240101","20241231"
"창원시 진해구","202404","식생활","남성","40대","189164","4753988629","20240101","20241231"
"창원시 진해구","202404","식생활","남성","50대","162262","4394542611","20240101","20241231"
"창원시 진해구","202404","식생활","남성","60대","60706","1893890473","20240101","20241231"
"창원시 진해구","202404","식생활","남성","70대이상","18622","619893763","20240101","20241231"
"창원시 진해구","202404","식생활","여성","20대","45956","916243098","20240101","20241231"
"창원시 진해구","202404","식생활","여성","20대미만","2844","26659836","20240101","20241231"
"창원시 진해구","202404","식생활","여성","30대","70452","1295572426","20240101","20241231"
"창원시 진해구","202404","식생활","여성","40대","94921","1898037560","20240101","20241231"
"창원시 진해구","202404","식생활","여성","50대","63345","1574193825","20240101","20241231"
"창원시 진해구","202404","식생활","여성","60대","30418","877801282","20240101","20241231"
"창원시 진해구","202404","식생활","여성","70대이상","7958","268795545","20240101","20241231"
"창원시 진해구","202404","여행","남성","20대","452","23605209","20240101","20241231"
"창원시 진해구","202404","여행","남성","30대","192","11727210","20240101","20241231"
"창원시 진해구","202404","여행","남성","40대","747","48444140","20240101","20241231"
"창원시 진해구","202404","여행","남성","50대","631","48000000","20240101","20241231"
"창원시 진해구","202404","여행","남성","60대","117","10006854","20240101","20241231"
"창원시 진해구","202404","여행","남성","70대이상","21","1281700","20240101","20241231"
"창원시 진해구","202404","여행","여성","20대","34","3358465","20240101","20241231"
"창원시 진해구","202404","여행","여성","60대","21","959561","20240101","20241231"
"창원시 진해구","202404","유통","남성","20대","256347","2278268012","20240101","20241231"
"창원시 진해구","202404","유통","남성","20대미만","9966","53027964","20240101","20241231"
"창원시 진해구","202404","유통","남성","30대","169027","1977322207","20240101","20241231"
"창원시 진해구","202404","유통","남성","40대","232687","3451095339","20240101","20241231"
"창원시 진해구","202404","유통","남성","50대","184085","3046748595","20240101","20241231"
"창원시 진해구","202404","유통","남성","60대","79609","1608281014","20240101","20241231"
"창원시 진해구","202404","유통","남성","70대이상","30829","751896573","20240101","20241231"
"창원시 진해구","202404","유통","여성","20대","48040","482723304","20240101","20241231"
"창원시 진해구","202404","유통","여성","20대미만","3338","17546813","20240101","20241231"
"창원시 진해구","202404","유통","여성","30대","80123","1092887930","20240101","20241231"
"창원시 진해구","202404","유통","여성","40대","111912","1879596539","20240101","20241231"
"창원시 진해구","202404","유통","여성","50대","80021","1654901371","20240101","20241231"
"창원시 진해구","202404","유통","여성","60대","56326","1465215079","20240101","20241231"
"창원시 진해구","202404","유통","여성","70대이상","16868","448507539","20240101","20241231"
"창원시 진해구","202404","유흥","남성","20대","1933","89012337","20240101","20241231"
"창원시 진해구","202404","유흥","남성","20대미만","21","61686","20240101","20241231"
"창원시 진해구","202404","유흥","남성","30대","459","39136395","20240101","20241231"
"창원시 진해구","202404","유흥","남성","40대","1158","199159013","20240101","20241231"
"창원시 진해구","202404","유흥","남성","50대","1432","244420836","20240101","20241231"
"창원시 진해구","202404","유흥","남성","60대","452","61028101","20240101","20241231"
"창원시 진해구","202404","유흥","남성","70대이상","21","1507882","20240101","20241231"
"창원시 진해구","202404","유흥","여성","20대","41","945853","20240101","20241231"
"창원시 진해구","202404","유흥","여성","30대","21","1446196","20240101","20241231"
"창원시 진해구","202404","유흥","여성","40대","41","4920493","20240101","20241231"
"창원시 진해구","202404","의료/미용","남성","20대","46813","823015819","20240101","20241231"
"창원시 진해구","202404","의료/미용","남성","20대미만","1494","7063057","20240101","20241231"
"창원시 진해구","202404","의료/미용","남성","30대","27382","656097738","20240101","20241231"
"창원시 진해구","202404","의료/미용","남성","40대","53681","1687244784","20240101","20241231"
"창원시 진해구","202404","의료/미용","남성","50대","42433","1501573002","20240101","20241231"
"창원시 진해구","202404","의료/미용","남성","60대","25908","789006169","20240101","20241231"
"창원시 진해구","202404","의료/미용","남성","70대이상","18300","576757094","20240101","20241231"
"창원시 진해구","202404","의료/미용","여성","20대","6230","230447293","20240101","20241231"
"창원시 진해구","202404","의료/미용","여성","20대미만","89","888348","20240101","20241231"
"창원시 진해구","202404","의료/미용","여성","30대","22399","558524606","20240101","20241231"
"창원시 진해구","202404","의료/미용","여성","40대","28348","829208293","20240101","20241231"
"창원시 진해구","202404","의료/미용","여성","50대","18506","610930021","20240101","20241231"
"창원시 진해구","202404","의료/미용","여성","60대","16134","606872790","20240101","20241231"
"창원시 진해구","202404","의료/미용","여성","70대이상","9712","348061138","20240101","20241231"
"창원시 진해구","202404","의생활","남성","20대","5689","107429746","20240101","20241231"
"창원시 진해구","202404","의생활","남성","20대미만","27","304318","20240101","20241231"
"창원시 진해구","202404","의생활","남성","30대","260","14427005","20240101","20241231"
"창원시 진해구","202404","의생활","남성","40대","589","45598286","20240101","20241231"
"창원시 진해구","202404","의생활","남성","50대","281","39809116","20240101","20241231"
"창원시 진해구","202404","의생활","남성","60대","158","11996710","20240101","20241231"
"창원시 진해구","202404","의생활","남성","70대이상","89","7917752","20240101","20241231"
"창원시 진해구","202404","의생활","여성","20대","185","6943112","20240101","20241231"
"창원시 진해구","202404","의생활","여성","30대","260","15020905","20240101","20241231"
"창원시 진해구","202404","의생활","여성","40대","398","22970117","20240101","20241231"
"창원시 진해구","202404","의생활","여성","50대","260","29477793","20240101","20241231"
"창원시 진해구","202404","의생활","여성","60대","569","67410075","20240101","20241231"
"창원시 진해구","202404","의생활","여성","70대이상","260","24953873","20240101","20241231"
"창원시 진해구","202404","자동차","남성","20대","34510","1452396779","20240101","20241231"
"창원시 진해구","202404","자동차","남성","30대","45812","2407700802","20240101","20241231"
"창원시 진해구","202404","자동차","남성","40대","66107","4437988986","20240101","20241231"
"창원시 진해구","202404","자동차","남성","50대","62988","4809691487","20240101","20241231"
"창원시 진해구","202404","자동차","남성","60대","33777","2213280021","20240101","20241231"
"창원시 진해구","202404","자동차","남성","70대이상","8547","479542413","20240101","20241231"
"창원시 진해구","202404","자동차","여성","20대","8622","338762426","20240101","20241231"
"창원시 진해구","202404","자동차","여성","30대","18081","883679136","20240101","20241231"
"창원시 진해구","202404","자동차","여성","40대","19315","1113792296","20240101","20241231"
"창원시 진해구","202404","자동차","여성","50대","17916","1029536525","20240101","20241231"
"창원시 진해구","202404","자동차","여성","60대","9548","547370672","20240101","20241231"
"창원시 진해구","202404","자동차","여성","70대이상","1295","68981892","20240101","20241231"
"창원시 진해구","202404","주거생활","남성","30대","137","3489239","20240101","20241231"
"창원시 진해구","202404","주거생활","남성","40대","356","13098012","20240101","20241231"
"창원시 진해구","202404","주거생활","남성","50대","610","19636326","20240101","20241231"
"창원시 진해구","202404","주거생활","남성","60대","514","17019808","20240101","20241231"
"창원시 진해구","202404","주거생활","남성","70대이상","117","7299863","20240101","20241231"
"창원시 진해구","202404","주거생활","여성","20대","21","333790","20240101","20241231"
"창원시 진해구","202404","주거생활","여성","40대","69","2379301","20240101","20241231"
"창원시 진해구","202404","주거생활","여성","50대","21","657985","20240101","20241231"
"창원시 진해구","202404","주거생활","여성","60대","48","457162","20240101","20241231"
"창원시 진해구","202404","주거생활","여성","70대이상","41","747087","20240101","20241231"
"통영시","202404","교육","남성","20대","925","7958533","20240101","20241231"
"통영시","202404","교육","남성","20대미만","21","30843","20240101","20241231"
"통영시","202404","교육","남성","30대","1816","23687457","20240101","20241231"
"통영시","202404","교육","남성","40대","5264","124148115","20240101","20241231"
"통영시","202404","교육","남성","50대","1378","14607265","20240101","20241231"
"통영시","202404","교육","남성","60대","370","3790267","20240101","20241231"
"통영시","202404","교육","남성","70대이상","62","554832","20240101","20241231"
"통영시","202404","교육","여성","20대","583","4582591","20240101","20241231"
"통영시","202404","교육","여성","20대미만","123","747087","20240101","20241231"
"통영시","202404","교육","여성","30대","2543","33926525","20240101","20241231"
"통영시","202404","교육","여성","40대","5757","165446744","20240101","20241231"
"통영시","202404","교육","여성","50대","1474","18900617","20240101","20241231"
"통영시","202404","교육","여성","60대","350","2924949","20240101","20241231"
"통영시","202404","기타","남성","20대","41","762166","20240101","20241231"
"통영시","202404","기타","남성","30대","117","3214531","20240101","20241231"
"통영시","202404","기타","남성","40대","117","2152159","20240101","20241231"
"통영시","202404","기타","남성","50대","267","4757368","20240101","20241231"
"통영시","202404","기타","남성","60대","55","2161069","20240101","20241231"
"통영시","202404","기타","남성","70대이상","55","1118574","20240101","20241231"
"통영시","202404","기타","여성","20대","27","477039","20240101","20241231"
"통영시","202404","기타","여성","30대","329","99756669","20240101","20241231"
"통영시","202404","기타","여성","40대","658","25787862","20240101","20241231"
"통영시","202404","기타","여성","50대","274","6010966","20240101","20241231"
"통영시","202404","기타","여성","60대","185","3852714","20240101","20241231"
"통영시","202404","내구재","남성","20대","21","1599452","20240101","20241231"
"통영시","202404","내구재","남성","40대","27","44551","20240101","20241231"
"통영시","202404","내구재","남성","50대","21","95956","20240101","20241231"
"통영시","202404","내구재","남성","70대이상","21","705963","20240101","20241231"
"통영시","202404","내구재","여성","20대","48","34270","20240101","20241231"
"통영시","202404","내구재","여성","30대","34","30843","20240101","20241231"
"통영시","202404","내구재","여성","50대","21","424949","20240101","20241231"
"통영시","202404","레포츠/문화/취미","남성","20대","17615","125650308","20240101","20241231"
"통영시","202404","레포츠/문화/취미","남성","20대미만","1062","6738862","20240101","20241231"
"통영시","202404","레포츠/문화/취미","남성","30대","6258","124486223","20240101","20241231"
"통영시","202404","레포츠/문화/취미","남성","40대","8074","313838382","20240101","20241231"
"통영시","202404","레포츠/문화/취미","남성","50대","7347","336845168","20240101","20241231"
"통영시","202404","레포츠/문화/취미","남성","60대","1933","113070870","20240101","20241231"
"통영시","202404","레포츠/문화/취미","남성","70대이상","158","4971899","20240101","20241231"
"통영시","202404","레포츠/문화/취미","여성","20대","1213","18896710","20240101","20241231"
"통영시","202404","레포츠/문화/취미","여성","20대미만","185","717615","20240101","20241231"
"통영시","202404","레포츠/문화/취미","여성","30대","1241","24006648","20240101","20241231"
"통영시","202404","레포츠/문화/취미","여성","40대","1899","91309047","20240101","20241231"
"통영시","202404","레포츠/문화/취미","여성","50대","1350","76686155","20240101","20241231"
"통영시","202404","레포츠/문화/취미","여성","60대","569","40651611","20240101","20241231"
"통영시","202404","레포츠/문화/취미","여성","70대이상","89","16578821","20240101","20241231"
"통영시","202404","서비스","남성","20대","62","900617","20240101","20241231"
"통영시","202404","서비스","남성","30대","185","3318437","20240101","20241231"
"통영시","202404","서비스","남성","40대","658","27395956","20240101","20241231"
"통영시","202404","서비스","남성","50대","480","18587389","20240101","20241231"
"통영시","202404","서비스","남성","60대","103","1607608","20240101","20241231"
"통영시","202404","서비스","여성","20대","34","367375","20240101","20241231"
"통영시","202404","서비스","여성","30대","137","3097533","20240101","20241231"
"통영시","202404","서비스","여성","40대","521","18136600","20240101","20241231"
"통영시","202404","서비스","여성","50대","206","12199589","20240101","20241231"
"통영시","202404","서비스","여성","60대","41","4938314","20240101","20241231"
"통영시","202404","식생활","남성","20대","36792","829671899","20240101","20241231"
"통영시","202404","식생활","남성","20대미만","7046","13377656","20240101","20241231"
"통영시","202404","식생활","남성","30대","53626","1344348828","20240101","20241231"
"통영시","202404","식생활","남성","40대","83256","2462631720","20240101","20241231"
"통영시","202404","식생활","남성","50대","76306","2689617341","20240101","20241231"
"통영시","202404","식생활","남성","60대","39040","1582594400","20240101","20241231"
"통영시","202404","식생활","남성","70대이상","9363","367094010","20240101","20241231"
"통영시","202404","식생활","여성","20대","12721","242968417","20240101","20241231"
"통영시","202404","식생활","여성","20대미만","4729","14021905","20240101","20241231"
"통영시","202404","식생활","여성","30대","36436","733937252","20240101","20241231"
"통영시","202404","식생활","여성","40대","68540","1489165860","20240101","20241231"
"통영시","202404","식생활","여성","50대","47889","1408236923","20240101","20241231"
"통영시","202404","식생활","여성","60대","23955","831656134","20240101","20241231"
"통영시","202404","식생활","여성","70대이상","5524","196768903","20240101","20241231"
"통영시","202404","여행","남성","20대","1199","12916724","20240101","20241231"
"통영시","202404","여행","남성","20대미만","487","3555175","20240101","20241231"
"통영시","202404","여행","남성","30대","2084","74482865","20240101","20241231"
"통영시","202404","여행","남성","40대","3256","100623372","20240101","20241231"
"통영시","202404","여행","남성","50대","3811","160561343","20240101","20241231"
"통영시","202404","여행","남성","60대","2755","203943454","20240101","20241231"
"통영시","202404","여행","남성","70대이상","857","69728239","20240101","20241231"
"통영시","202404","여행","여성","20대","363","6455792","20240101","20241231"
"통영시","202404","여행","여성","20대미만","212","1264428","20240101","20241231"
"통영시","202404","여행","여성","30대","946","26850994","20240101","20241231"
"통영시","202404","여행","여성","40대","1343","46232488","20240101","20241231"
"통영시","202404","여행","여성","50대","2262","182268883","20240101","20241231"
"통영시","202404","여행","여성","60대","679","44548663","20240101","20241231"
"통영시","202404","여행","여성","70대이상","302","17018650","20240101","20241231"
"통영시","202404","유통","남성","20대","94942","654916313","20240101","20241231"
"통영시","202404","유통","남성","20대미만","8355","36687526","20240101","20241231"
"통영시","202404","유통","남성","30대","80096","800971076","20240101","20241231"
"통영시","202404","유통","남성","40대","116628","1562486223","20240101","20241231"
"통영시","202404","유통","남성","50대","97217","1316090816","20240101","20241231"
"통영시","202404","유통","남성","60대","44489","695195792","20240101","20241231"
"통영시","202404","유통","남성","70대이상","8622","164167923","20240101","20241231"
"통영시","202404","유통","여성","20대","17615","158286772","20240101","20241231"
"통영시","202404","유통","여성","20대미만","4140","16423372","20240101","20241231"
"통영시","202404","유통","여성","30대","36463","418684853","20240101","20241231"
"통영시","202404","유통","여성","40대","68883","1037563948","20240101","20241231"
"통영시","202404","유통","여성","50대","46847","855286018","20240101","20241231"
"통영시","202404","유통","여성","60대","27190","558650514","20240101","20241231"
"통영시","202404","유통","여성","70대이상","8286","175351953","20240101","20241231"
"통영시","202404","유흥","남성","20대","1371","28037012","20240101","20241231"
"통영시","202404","유흥","남성","30대","302","18737491","20240101","20241231"
"통영시","202404","유흥","남성","40대","493","70219328","20240101","20241231"
"통영시","202404","유흥","남성","50대","713","136250857","20240101","20241231"
"통영시","202404","유흥","남성","60대","363","73681289","20240101","20241231"
"통영시","202404","유흥","남성","70대이상","21","5688828","20240101","20241231"
"통영시","202404","유흥","여성","20대","21","527759","20240101","20241231"
"통영시","202404","유흥","여성","20대미만","21","123372","20240101","20241231"
"통영시","202404","유흥","여성","30대","96","4679918","20240101","20241231"
"통영시","202404","유흥","여성","40대","89","4503084","20240101","20241231"
"통영시","202404","의료/미용","남성","20대","4202","85795970","20240101","20241231"
"통영시","202404","의료/미용","남성","20대미만","21","488005","20240101","20241231"
"통영시","202404","의료/미용","남성","30대","10932","259940014","20240101","20241231"
"통영시","202404","의료/미용","남성","40대","27286","921439486","20240101","20241231"
"통영시","202404","의료/미용","남성","50대","19788","795576628","20240101","20241231"
"통영시","202404","의료/미용","남성","60대","15559","598961892","20240101","20241231"
"통영시","202404","의료/미용","남성","70대이상","7389","253504524","20240101","20241231"
"통영시","202404","의료/미용","여성","20대","2125","60787937","20240101","20241231"
"통영시","202404","의료/미용","여성","20대미만","21","122001","20240101","20241231"
"통영시","202404","의료/미용","여성","30대","12728","297385113","20240101","20241231"
"통영시","202404","의료/미용","여성","40대","22646","715296875","20240101","20241231"
"통영시","202404","의료/미용","여성","50대","15901","643575668","20240101","20241231"
"통영시","202404","의료/미용","여성","60대","14147","514770644","20240101","20241231"
"통영시","202404","의료/미용","여성","70대이상","5894","176796025","20240101","20241231"
"통영시","202404","의생활","남성","30대","21","3894448","20240101","20241231"
"통영시","202404","의생활","남성","40대","96","6657300","20240101","20241231"
"통영시","202404","의생활","남성","50대","34","1864291","20240101","20241231"
"통영시","202404","의생활","남성","60대","21","2810144","20240101","20241231"
"통영시","202404","의생활","여성","20대","41","2734064","20240101","20241231"
"통영시","202404","의생활","여성","30대","69","3691844","20240101","20241231"
"통영시","202404","의생활","여성","40대","233","14774503","20240101","20241231"
"통영시","202404","의생활","여성","50대","329","49548321","20240101","20241231"
"통영시","202404","의생활","여성","60대","535","97017820","20240101","20241231"
"통영시","202404","의생활","여성","70대이상","164","13727896","20240101","20241231"
"통영시","202404","자동차","남성","20대","4174","167638670","20240101","20241231"
"통영시","202404","자동차","남성","30대","12399","574167862","20240101","20241231"
"통영시","202404","자동차","남성","40대","24037","1285202392","20240101","20241231"
"통영시","202404","자동차","남성","50대","21878","1307133167","20240101","20241231"
"통영시","202404","자동차","남성","60대","13948","715949191","20240101","20241231"
"통영시","202404","자동차","남성","70대이상","2605","123030966","20240101","20241231"
"통영시","202404","자동차","여성","20대","1008","36352810","20240101","20241231"
"통영시","202404","자동차","여성","30대","5949","240469328","20240101","20241231"
"통영시","202404","자동차","여성","40대","9842","442460308","20240101","20241231"
"통영시","202404","자동차","여성","50대","9671","411891563","20240101","20241231"
"통영시","202404","자동차","여성","60대","3797","156599335","20240101","20241231"
"통영시","202404","자동차","여성","70대이상","589","29777217","20240101","20241231"
"통영시","202404","주거생활","남성","30대","41","1504455","20240101","20241231"
"통영시","202404","주거생활","남성","40대","329","8872515","20240101","20241231"
"통영시","202404","주거생활","남성","50대","576","16104866","20240101","20241231"
"통영시","202404","주거생활","남성","60대","206","8868403","20240101","20241231"
"통영시","202404","주거생활","남성","70대이상","21","575737","20240101","20241231"
"통영시","202404","주거생활","여성","30대","69","4498972","20240101","20241231"
"통영시","202404","주거생활","여성","50대","69","1254284","20240101","20241231"
"통영시","202404","주거생활","여성","60대","27","1261138","20240101","20241231"
"하동군","202404","교육","남성","20대","48","32316655","20240101","20241231"
"하동군","202404","기타","남성","20대","21","562029","20240101","20241231"
"하동군","202404","기타","남성","30대","281","4581220","20240101","20241231"
"하동군","202404","기타","남성","40대","260","8636737","20240101","20241231"
"하동군","202404","기타","남성","50대","21","1226868","20240101","20241231"
"하동군","202404","기타","남성","60대","137","5791638","20240101","20241231"
"하동군","202404","기타","남성","70대이상","96","3372173","20240101","20241231"
"하동군","202404","기타","여성","20대","75","3615490","20240101","20241231"
"하동군","202404","기타","여성","30대","384","13818369","20240101","20241231"
"하동군","202404","기타","여성","40대","137","3454421","20240101","20241231"
"하동군","202404","기타","여성","50대","158","7258396","20240101","20241231"
"하동군","202404","기타","여성","60대","151","3019191","20240101","20241231"
