"행정구역별","지역구분","항목","단위","2024.01 월","2024.02 월","2024.03 월","2024.04 월","2024.05 월","2024.06 월","2024.07 월","2024.08 월","2024.09 월","2024.10 월","2024.11 월","2024.12 월",
"경상남도 의령군","감소","30대","","11464","15991","13491","14345","15437","12901","12527","14622","17383","17963","12473","10543",
"경상남도 의령군","감소","40대","","17376","23782","21766","23285","24157","20354","18683","20872","25100","27027","20244","17464",
"경상남도 의령군","감소","50대","","24349","33113","32392","36216","36804","31750","28055","29360","37466","40411","33339","26711",
"경상남도 의령군","감소","60대","","22223","25739","30669","37244","34184","30218","25699","27009","33393","41210","32930","24810",
"경상남도 의령군","감소","70세 이상","","13179","13864","16782","20036","18998","16464","14289","15045","17881","22213","19448","14521",
"경상남도 함안군","감소","계(명)","","240025","284362","266658","287893","330802","287805","284573","273326","306521","299818","301897","257599",
"경상남도 함안군","감소","20세미만","","20964","32184","21734","22879","27956","22752","23697","26111","30133","24174","24759","21377",
"경상남도 함안군","감소","20대","","19976","27780","20312","20280","26208","22302","22253","22315","28183","22209","22020","20352",
"경상남도 함안군","감소","30대","","26714","33964","29469","31148","37268","31351","30276","30942","36388","32232","32853","28763",
"경상남도 함안군","감소","40대","","42354","49590","45640","47365","54066","47360","46452","46305","51645","48330","48653","43501",
"경상남도 함안군","감소","50대","","57316","63815","64392","68537","79396","70189","69904","64723","69537","71285","70566","61048",
"경상남도 함안군","감소","60대","","48840","52130","57123","64453","71239","63653","62574","55992","60596","67298","67545","55245",
"경상남도 함안군","감소","70세 이상","","23862","24900","27989","33231","34669","30198","29416","26937","30038","34290","35503","27313",
"경상남도 창녕군","감소","계(명)","","251713","302976","305518","413116","328223","273674","249479","261032","318952","301714","298375","271820",
"경상남도 창녕군","감소","20세미만","","27563","39642","28535","32958","30424","24041","24171","27729","35425","25622","26429","25464",
"경상남도 창녕군","감소","20대","","16512","25263","18294","22236","20801","17374","16759","18266","24871","17166","16982","15977",
"경상남도 창녕군","감소","30대","","28187","35949","34011","43841","36877","31277","28169","30788","38279","33382","30935","29814",
"경상남도 창녕군","감소","40대","","42506","51442","48924","60691","52508","44297","41153","43899","53105","49513","48117","44921",
"경상남도 창녕군","감소","50대","","55730","64622","70709","97946","74898","62696","56656","58281","70635","70752","69594","61926",
"경상남도 창녕군","감소","60대","","52753","56900","68966","103435","73735","61523","53337","53457","63661","68436","68727","61037",
"경상남도 창녕군","감소","70세 이상","","28462","29158","36079","52007","38980","32465","29234","28613","32975","36843","37591","32681",
"경상남도 고성군","감소","계(명)","","226882","275856","272058","268195","284773","279565","255151","277632","308053","358373","283919","235519",
"경상남도 고성군","감소","20세미만","","24139","34708","24748","29119","31952","26685","26077","33995","34628","46416","27229","23196",
"경상남도 고성군","감소","20대","","16176","24149","16019","15143","17528","16296","16449","18471","24442","18877","16752","15330",
"경상남도 고성군","감소","30대","","23190","29941","28453","27301","31004","28883","26453","30481","35240","62398","33317","24109",
"경상남도 고성군","감소","40대","","39148","48205","47064","44408","49603","47607","45263","48830","54179","64337","49339","40544",
"경상남도 고성군","감소","50대","","52766","61620","64833","61706","64965","67993","60308","62660","69198","68863","64007","55857",
"경상남도 고성군","감소","60대","","46783","51020","60254","58767","58162","61532","53140","54920","59253","63277","59656","49405",
"경상남도 고성군","감소","70세 이상","","24679","26212","30686","31752","31559","30569","27461","28274","31113","34204","33618","27078",
"경상남도 남해군","감소","계(명)","","254175","295386","299832","298099","317643","286361","288929","404715","324328","300825","265595","238683",
"경상남도 남해군","감소","20세미만","","28237","38416","24552","23624","38188","33933","38869","61280","41190","31274","21653","22245",
"경상남도 남해군","감소","20대","","23767","30688","23569","21394","24102","23585","26996","40661","32390","21661","19225","21734",
"경상남도 남해군","감소","30대","","28341","33421","33032","32819","37474","35393","37377","54847","44417","37332","29293","28066",
"경상남도 남해군","감소","40대","","42347","49463","46743","44834","53287","49142","53085","74338","57511","53710","44923","39681",
"경상남도 남해군","감소","50대","","56802","63482","71731","68010","66803","60982","59809","82487","66136","65530","61478","55065",
"경상남도 남해군","감소","60대","","48282","51624","66243","67458","61656","53278","46544","60225","53402","57830","55481","45512",
"경상남도 남해군","감소","70세 이상","","26399","28292","33962","39959","36132","30049","26249","30878","29282","33488","33541","26378",
"경상남도 하동군","감소","계(명)","","165454","215593","463528","301889","253488","217752","215718","299318","254091","245320","255162","167246",
"경상남도 하동군","감소","20세미만","","17075","27478","26636","16373","21069","18500","24267","39639","28447","17519","17404","14782",
"경상남도 하동군","감소","20대","","11745","19813","25352","15654","15565","14238","16582","25615","21856","13539","14110","11190",
"경상남도 하동군","감소","30대","","15673","21868","40175","25316","23420","22100","22797","34580","28000","22116","22230","16329",
"경상남도 하동군","감소","40대","","24550","33878","60081","37804","35732","32504","32205","46326","37780","33518","34661","24456",
"경상남도 하동군","감소","50대","","38392","48829","120858","71862","60147","52008","48201","64904","56480","58463","62010","39238",
"경상남도 하동군","감소","60대","","36319","40610","126696","82287","60733","49901","45622","58068","52012","62664","66279","37491",
"경상남도 하동군","감소","70세 이상","","21699","23116","63730","52592","36822","28502","26044","30185","29516","37501","38467","23759",
"경상남도 산청군","감소","계(명)","","166910","201890","190156","267060","285352","240822","290196","429215","274751","261379","235225","172525",
"경상남도 산청군","감소","20세미만","","15595","25194","15626","15329","25016","20050","33689","60579","28918","18299","17583","15867",
"경상남도 산청군","감소","20대","","11380","19217","11803","12341","15636","15767","22171","38111","22335","12863","12710","11559",
"경상남도 산청군","감소","30대","","15161","20744","16902","19708","23608","23248","29197","47691","28625","22107","19670","16090",
"경상남도 산청군","감소","40대","","24823","31057","27184","33245","39861","35489","43179","68435","40421","35399","31902","25476",
"경상남도 산청군","감소","50대","","41407","46992","47839","67269","70804","59916","66765","93210","63714","65271","57983","41793",
"경상남도 산청군","감소","60대","","38215","38341","45711","74724","71303","56844","64041","83141","59820","68356","61066","39584",
"경상남도 산청군","감소","70세 이상","","20327","20344","25092","44444","39125","29508","31154","38048","30919","39085","34312","22158",
"경상남도 함양군","감소","계(명)","","133064","159213","136694","163292","198461","184723","215811","286540","216615","211510","186139","131859",
"경상남도 함양군","감소","20세미만","","13088","21119","11558","11931","17467","13878","20119","30681","22308","14606","14451","11602",
"경상남도 함양군","감소","20대","","8917","14825","8978","9125","11182","10580","12129","19078","16533","10008","10125","8778",
"경상남도 함양군","감소","30대","","11826","15995","11789","12839","16140","15434","16247","23826","20018","15618","14759","11506",
"경상남도 함양군","감소","40대","","20810","25982","20170","21499","27763","25207","27090","38105","31171","26277","24922","19186",
"경상남도 함양군","감소","50대","","33171","36798","34507","40297","49743","48204","52524","69476","52400","53216","45937","32077",
"경상남도 함양군","감소","60대","","28576","28007","30951","41389","48026","46472","56759","69792","48137","57869","47270","30041",
"경상남도 함양군","감소","70세 이상","","16676","16487","18740","26211","28141","24947","30942","35581","26048","33917","28678","18669",
"경상남도 거창군","감소","계(명)","","189982","216739","186657","213057","243182","214150","226991","286356","304919","317817","238023","177827",
"경상남도 거창군","감소","20세미만","","25763","30890","18077","20058","24261","20191","26569","34828","32876","24522","20251","19568",
"경상남도 거창군","감소","20대","","14957","21850","13732","13944","15629","14909","16381","21261","25170","18943","15060","13699",
"경상남도 거창군","감소","30대","","20485","24075","17608","19257","21621","19906","21584","28477","32436","26330","20326","17898",
"경상남도 거창군","감소","40대","","30760","35531","28502","30284","35620","31026","32801","42757","46256","43021","32222","26474",
"경상남도 거창군","감소","50대","","40773","46561","44627","51350","59296","51961","51973","65545","73173","83582","57172","40303",
"경상남도 거창군","감소","60대","","35194","36128","39793","48965","54745","48596","49570","61299","62698","78613","58051","36689",
"경상남도 거창군","감소","70세 이상","","22050","21704","24319","29198","32010","27561","28113","32189","32310","42807","34941","23196",
"경상남도 합천군","감소","계(명)","","177390","247449","229924","276934","366848","234299","203122","260112","285351","329837","270889","175019",
"경상남도 합천군","감소","20세미만","","21099","33025","21115","20260","32559","21650","21913","31779","30828","28707","22444","16394",
"경상남도 합천군","감소","20대","","12080","21976","14316","13977","20296","16130","17748","27064","23059","17848","14313","11033",
"경상남도 합천군","감소","30대","","17549","26468","22883","22119","30475","22717","19943","30438","29362","31426","23790","16321",
"경상남도 합천군","감소","40대","","28242","39721","35957","37012","50162","35702","29085","37989","43204","50269","39998","25245",
"경상남도 합천군","감소","50대","","39947","55201","55815","68450","90949","56147","46278","54447","67145","83454","65947","41158",
"경상남도 합천군","감소","60대","","36203","45973","51447","73164","91545","52467","42792","50380","59412","76188","65877","40622",
"경상남도 합천군","감소","70세 이상","","22270","25085","28389","41952","50862","29486","25363","28015","32342","41945","38520","24246",
