"시군구명","연월","분류","유입지","매출건수(건)","매출합계(원)","집계시작일","집계종료일"
"창원시 의창구","202401","교육","경기","21 ","1021247 ","20240101","20241231"
"창원시 의창구","202401","교육","경남","26587 ","2814543708 ","20240101","20241231"
"창원시 의창구","202401","교육","부산","62 ","5243317 ","20240101","20241231"
"창원시 의창구","202401","기타","경기","41 ","4805620 ","20240101","20241231"
"창원시 의창구","202401","기타","경남","16936 ","1156046566 ","20240101","20241231"
"창원시 의창구","202401","기타","부산","48 ","3620219 ","20240101","20241231"
"창원시 의창구","202401","기타","서울","411 ","16331789 ","20240101","20241231"
"창원시 의창구","202401","내구재","강원","21 ","618232 ","20240101","20241231"
"창원시 의창구","202401","내구재","경기","34 ","27416 ","20240101","20241231"
"창원시 의창구","202401","내구재","경남","8472 ","719221522 ","20240101","20241231"
"창원시 의창구","202401","내구재","경북","27 ","1714 ","20240101","20241231"
"창원시 의창구","202401","내구재","대구","75 ","614462 ","20240101","20241231"
"창원시 의창구","202401","내구재","부산","932 ","1681151 ","20240101","20241231"
"창원시 의창구","202401","내구재","서울","21 ","8910 ","20240101","20241231"
"창원시 의창구","202401","내구재","세종","21 ","8225 ","20240101","20241231"
"창원시 의창구","202401","내구재","울산","89 ","30706 ","20240101","20241231"
"창원시 의창구","202401","내구재","인천","62 ","536875 ","20240101","20241231"
"창원시 의창구","202401","내구재","전남","21 ","2879 ","20240101","20241231"
"창원시 의창구","202401","레포츠/문화/취미","강원","96 ","792324 ","20240101","20241231"
"창원시 의창구","202401","레포츠/문화/취미","경기","1145 ","7696367 ","20240101","20241231"
"창원시 의창구","202401","레포츠/문화/취미","경남","93989 ","1614482282 ","20240101","20241231"
"창원시 의창구","202401","레포츠/문화/취미","경북","1823 ","176400960 ","20240101","20241231"
"창원시 의창구","202401","레포츠/문화/취미","대구","562 ","4894448 ","20240101","20241231"
"창원시 의창구","202401","레포츠/문화/취미","대전","123 ","538040 ","20240101","20241231"
"창원시 의창구","202401","레포츠/문화/취미","부산","1131 ","9276217 ","20240101","20241231"
"창원시 의창구","202401","레포츠/문화/취미","서울","576 ","5305003 ","20240101","20241231"
"창원시 의창구","202401","레포츠/문화/취미","울산","288 ","1841672 ","20240101","20241231"
"창원시 의창구","202401","레포츠/문화/취미","인천","226 ","2180946 ","20240101","20241231"
"창원시 의창구","202401","레포츠/문화/취미","전남","55 ","262509 ","20240101","20241231"
"창원시 의창구","202401","레포츠/문화/취미","전북","62 ","229609 ","20240101","20241231"
"창원시 의창구","202401","레포츠/문화/취미","충남","41 ","130226 ","20240101","20241231"
"창원시 의창구","202401","레포츠/문화/취미","충북","48 ","172721 ","20240101","20241231"
"창원시 의창구","202401","서비스","경기","459 ","2600891 ","20240101","20241231"
"창원시 의창구","202401","서비스","경남","27567 ","481504380 ","20240101","20241231"
"창원시 의창구","202401","서비스","경북","82 ","31803 ","20240101","20241231"
"창원시 의창구","202401","서비스","광주","48 ","109664 ","20240101","20241231"
"창원시 의창구","202401","서비스","대전","21 ","8568 ","20240101","20241231"
"창원시 의창구","202401","서비스","부산","247 ","910692 ","20240101","20241231"
"창원시 의창구","202401","서비스","서울","377 ","2040439 ","20240101","20241231"
"창원시 의창구","202401","서비스","울산","164 ","248938 ","20240101","20241231"
"창원시 의창구","202401","서비스","인천","75 ","403701 ","20240101","20241231"
"창원시 의창구","202401","서비스","전남","41 ","109664 ","20240101","20241231"
"창원시 의창구","202401","서비스","전북","117 ","623715 ","20240101","20241231"
"창원시 의창구","202401","서비스","제주","21 ","14462 ","20240101","20241231"
"창원시 의창구","202401","서비스","충북","75 ","205278 ","20240101","20241231"
"창원시 의창구","202401","식생활","강원","164 ","2309801 ","20240101","20241231"
"창원시 의창구","202401","식생활","경기","1439 ","37370459 ","20240101","20241231"
"창원시 의창구","202401","식생활","경남","1025655 ","24942315730 ","20240101","20241231"
"창원시 의창구","202401","식생활","경북","432 ","18543112 ","20240101","20241231"
"창원시 의창구","202401","식생활","광주","62 ","541467 ","20240101","20241231"
"창원시 의창구","202401","식생활","대구","1042 ","24010075 ","20240101","20241231"
"창원시 의창구","202401","식생활","대전","4366 ","41124229 ","20240101","20241231"
"창원시 의창구","202401","식생활","부산","15374 ","516246470 ","20240101","20241231"
"창원시 의창구","202401","식생활","서울","3098 ","89287046 ","20240101","20241231"
"창원시 의창구","202401","식생활","세종","980 ","7176148 ","20240101","20241231"
"창원시 의창구","202401","식생활","울산","439 ","34830089 ","20240101","20241231"
"창원시 의창구","202401","식생활","인천","302 ","6376285 ","20240101","20241231"
"창원시 의창구","202401","식생활","전남","62 ","2063057 ","20240101","20241231"
"창원시 의창구","202401","식생활","전북","206 ","7154215 ","20240101","20241231"
"창원시 의창구","202401","식생활","제주","123 ","1145305 ","20240101","20241231"
"창원시 의창구","202401","식생활","충남","130 ","1065113 ","20240101","20241231"
"창원시 의창구","202401","식생활","충북","110 ","6751199 ","20240101","20241231"
"창원시 의창구","202401","여행","경기","27 ","1199452 ","20240101","20241231"
"창원시 의창구","202401","여행","경남","5894 ","202577999 ","20240101","20241231"
"창원시 의창구","202401","여행","부산","226 ","8800548 ","20240101","20241231"
"창원시 의창구","202401","여행","서울","96 ","11617546 ","20240101","20241231"
"창원시 의창구","202401","유통","강원","603 ","4309321 ","20240101","20241231"
"창원시 의창구","202401","유통","경기","9143 ","75669088 ","20240101","20241231"
"창원시 의창구","202401","유통","경남","1137772 ","17770931323 ","20240101","20241231"
"창원시 의창구","202401","유통","경북","2796 ","29000480 ","20240101","20241231"
"창원시 의창구","202401","유통","광주","480 ","4939685 ","20240101","20241231"
"창원시 의창구","202401","유통","대구","4668 ","63474092 ","20240101","20241231"
"창원시 의창구","202401","유통","대전","1021 ","7971282 ","20240101","20241231"
"창원시 의창구","202401","유통","부산","27046 ","275563468 ","20240101","20241231"
"창원시 의창구","202401","유통","서울","9246 ","68775051 ","20240101","20241231"
"창원시 의창구","202401","유통","세종","178 ","1084304 ","20240101","20241231"
"창원시 의창구","202401","유통","울산","1131 ","8926525 ","20240101","20241231"
"창원시 의창구","202401","유통","인천","1899 ","15821179 ","20240101","20241231"
"창원시 의창구","202401","유통","전남","802 ","47068746 ","20240101","20241231"
"창원시 의창구","202401","유통","전북","75 ","649212 ","20240101","20241231"
"창원시 의창구","202401","유통","제주","240 ","5936600 ","20240101","20241231"
"창원시 의창구","202401","유통","충남","802 ","11580466 ","20240101","20241231"
"창원시 의창구","202401","유통","충북","315 ","2615079 ","20240101","20241231"
"창원시 의창구","202401","유흥","경기","21 ","4797807 ","20240101","20241231"
"창원시 의창구","202401","유흥","경남","15099 ","1060722413 ","20240101","20241231"
"창원시 의창구","202401","의료/미용","경기","164 ","6179438 ","20240101","20241231"
"창원시 의창구","202401","의료/미용","경남","443468 ","19691567855 ","20240101","20241231"
"창원시 의창구","202401","의료/미용","경북","41 ","4363263 ","20240101","20241231"
"창원시 의창구","202401","의료/미용","광주","34 ","589445 ","20240101","20241231"
"창원시 의창구","202401","의료/미용","대구","267 ","5470953 ","20240101","20241231"
"창원시 의창구","202401","의료/미용","대전","267 ","567512 ","20240101","20241231"
"창원시 의창구","202401","의료/미용","부산","2659 ","154401234 ","20240101","20241231"
"창원시 의창구","202401","의료/미용","서울","1021 ","53886635 ","20240101","20241231"
"창원시 의창구","202401","의료/미용","울산","69 ","2047978 ","20240101","20241231"
"창원시 의창구","202401","의료/미용","인천","41 ","27090199 ","20240101","20241231"
"창원시 의창구","202401","의료/미용","제주","21 ","877999 ","20240101","20241231"
"창원시 의창구","202401","의료/미용","충남","27 ","3122001 ","20240101","20241231"
"창원시 의창구","202401","의료/미용","충북","62 ","8141124 ","20240101","20241231"
"창원시 의창구","202401","의생활","경기","27 ","631871 ","20240101","20241231"
"창원시 의창구","202401","의생활","경남","6100 ","391601919 ","20240101","20241231"
"창원시 의창구","202401","자동차","경기","69 ","2255038 ","20240101","20241231"
"창원시 의창구","202401","자동차","경남","225250 ","13389747992 ","20240101","20241231"
"창원시 의창구","202401","자동차","경북","62 ","2436511 ","20240101","20241231"
"창원시 의창구","202401","자동차","대구","192 ","7489273 ","20240101","20241231"
"창원시 의창구","202401","자동차","대전","48 ","1322824 ","20240101","20241231"
"창원시 의창구","202401","자동차","부산","857 ","54527430 ","20240101","20241231"
"창원시 의창구","202401","자동차","서울","164 ","8519726 ","20240101","20241231"
"창원시 의창구","202401","자동차","인천","48 ","1992721 ","20240101","20241231"
"창원시 의창구","202401","자동차","전북","21 ","664839 ","20240101","20241231"
"창원시 의창구","202401","주거생활","경기","219 ","11155792 ","20240101","20241231"
"창원시 의창구","202401","주거생활","경남","16429 ","1182900925 ","20240101","20241231"
"창원시 의창구","202401","주거생활","경북","55 ","4664565 ","20240101","20241231"
"창원시 의창구","202401","주거생활","대구","21 ","572241 ","20240101","20241231"
"창원시 의창구","202401","주거생활","부산","206 ","7747690 ","20240101","20241231"
"창원시 의창구","202401","주거생활","서울","41 ","3488485 ","20240101","20241231"
"창원시 의창구","202401","주거생활","충북","21 ","380398 ","20240101","20241231"
"창원시 의창구","202402","교육","경남","19746 ","2319897992 ","20240101","20241231"
"창원시 의창구","202402","교육","대구","21 ","54832 ","20240101","20241231"
"창원시 의창구","202402","기타","경남","15792 ","1125580329 ","20240101","20241231"
"창원시 의창구","202402","기타","부산","41 ","1420219 ","20240101","20241231"
"창원시 의창구","202402","기타","서울","2467 ","113371062 ","20240101","20241231"
"창원시 의창구","202402","기타","울산","21 ","6716929 ","20240101","20241231"
"창원시 의창구","202402","내구재","경기","144 ","65593 ","20240101","20241231"
"창원시 의창구","202402","내구재","경남","7327 ","748631590 ","20240101","20241231"
"창원시 의창구","202402","내구재","경북","55 ","84304 ","20240101","20241231"
"창원시 의창구","202402","내구재","광주","21 ","733585 ","20240101","20241231"
"창원시 의창구","202402","내구재","부산","932 ","398903 ","20240101","20241231"
"창원시 의창구","202402","내구재","서울","69 ","23509 ","20240101","20241231"
"창원시 의창구","202402","내구재","세종","41 ","5483 ","20240101","20241231"
"창원시 의창구","202402","레포츠/문화/취미","강원","350 ","2049349 ","20240101","20241231"
"창원시 의창구","202402","레포츠/문화/취미","경기","1782 ","15773132 ","20240101","20241231"
"창원시 의창구","202402","레포츠/문화/취미","경남","99082 ","1558340062 ","20240101","20241231"
"창원시 의창구","202402","레포츠/문화/취미","경북","2611 ","246161755 ","20240101","20241231"
"창원시 의창구","202402","레포츠/문화/취미","광주","21 ","99383 ","20240101","20241231"
"창원시 의창구","202402","레포츠/문화/취미","대구","356 ","6152844 ","20240101","20241231"
"창원시 의창구","202402","레포츠/문화/취미","대전","151 ","895134 ","20240101","20241231"
"창원시 의창구","202402","레포츠/문화/취미","부산","1563 ","7124743 ","20240101","20241231"
"창원시 의창구","202402","레포츠/문화/취미","서울","1076 ","9685401 ","20240101","20241231"
"창원시 의창구","202402","레포츠/문화/취미","울산","185 ","1041124 ","20240101","20241231"
"창원시 의창구","202402","레포츠/문화/취미","인천","315 ","1636737 ","20240101","20241231"
"창원시 의창구","202402","레포츠/문화/취미","전남","21 ","56203 ","20240101","20241231"
"창원시 의창구","202402","레포츠/문화/취미","전북","21 ","58259 ","20240101","20241231"
"창원시 의창구","202402","레포츠/문화/취미","제주","21 ","125428 ","20240101","20241231"
"창원시 의창구","202402","레포츠/문화/취미","충남","171 ","3653873 ","20240101","20241231"
"창원시 의창구","202402","레포츠/문화/취미","충북","158 ","8944483 ","20240101","20241231"
"창원시 의창구","202402","서비스","강원","48 ","298149 ","20240101","20241231"
"창원시 의창구","202402","서비스","경기","178 ","1089102 ","20240101","20241231"
"창원시 의창구","202402","서비스","경남","25586 ","430787766 ","20240101","20241231"
"창원시 의창구","202402","서비스","경북","55 ","19328 ","20240101","20241231"
"창원시 의창구","202402","서비스","광주","48 ","162440 ","20240101","20241231"
"창원시 의창구","202402","서비스","대구","117 ","169500 ","20240101","20241231"
"창원시 의창구","202402","서비스","부산","247 ","909253 ","20240101","20241231"
"창원시 의창구","202402","서비스","서울","391 ","3112886 ","20240101","20241231"
"창원시 의창구","202402","서비스","울산","27 ","13995888 ","20240101","20241231"
"창원시 의창구","202402","서비스","인천","48 ","169020 ","20240101","20241231"
"창원시 의창구","202402","서비스","전북","48 ","328992 ","20240101","20241231"
"창원시 의창구","202402","서비스","충남","48 ","143934 ","20240101","20241231"
"창원시 의창구","202402","서비스","충북","27 ","174777 ","20240101","20241231"
"창원시 의창구","202402","식생활","강원","123 ","1889650 ","20240101","20241231"
"창원시 의창구","202402","식생활","경기","2111 ","49634270 ","20240101","20241231"
"창원시 의창구","202402","식생활","경남","953427 ","24348427094 ","20240101","20241231"
"창원시 의창구","202402","식생활","경북","603 ","14916929 ","20240101","20241231"
"창원시 의창구","202402","식생활","광주","267 ","13207882 ","20240101","20241231"
"창원시 의창구","202402","식생활","대구","1302 ","36986977 ","20240101","20241231"
"창원시 의창구","202402","식생활","대전","439 ","10210418 ","20240101","20241231"
"창원시 의창구","202402","식생활","부산","14764 ","422799452 ","20240101","20241231"
"창원시 의창구","202402","식생활","서울","4606 ","115597258 ","20240101","20241231"
"창원시 의창구","202402","식생활","세종","96 ","1538588 ","20240101","20241231"
"창원시 의창구","202402","식생활","울산","521 ","20410829 ","20240101","20241231"
"창원시 의창구","202402","식생활","인천","473 ","10357779 ","20240101","20241231"
"창원시 의창구","202402","식생활","전남","110 ","3501028 ","20240101","20241231"
"창원시 의창구","202402","식생활","전북","48 ","815627 ","20240101","20241231"
"창원시 의창구","202402","식생활","충남","82 ","857437 ","20240101","20241231"
"창원시 의창구","202402","식생활","충북","96 ","8403016 ","20240101","20241231"
"창원시 의창구","202402","여행","경기","41 ","2330363 ","20240101","20241231"
"창원시 의창구","202402","여행","경남","5271 ","174818369 ","20240101","20241231"
"창원시 의창구","202402","여행","경북","21 ","1644962 ","20240101","20241231"
"창원시 의창구","202402","여행","대전","21 ","1055517 ","20240101","20241231"
"창원시 의창구","202402","여행","부산","171 ","6319397 ","20240101","20241231"
"창원시 의창구","202402","여행","서울","82 ","9064428 ","20240101","20241231"
"창원시 의창구","202402","유통","강원","713 ","11302399 ","20240101","20241231"
"창원시 의창구","202402","유통","경기","12180 ","103695545 ","20240101","20241231"
"창원시 의창구","202402","유통","경남","1083797 ","17981597464 ","20240101","20241231"
"창원시 의창구","202402","유통","경북","2838 ","34558122 ","20240101","20241231"
"창원시 의창구","202402","유통","광주","350 ","5709938 ","20240101","20241231"
"창원시 의창구","202402","유통","대구","5065 ","55025086 ","20240101","20241231"
"창원시 의창구","202402","유통","대전","1590 ","11046881 ","20240101","20241231"
"창원시 의창구","202402","유통","부산","27896 ","310604044 ","20240101","20241231"
"창원시 의창구","202402","유통","서울","13907 ","108520836 ","20240101","20241231"
"창원시 의창구","202402","유통","세종","212 ","4149692 ","20240101","20241231"
"창원시 의창구","202402","유통","울산","1049 ","16429267 ","20240101","20241231"
"창원시 의창구","202402","유통","인천","2193 ","22321247 ","20240101","20241231"
"창원시 의창구","202402","유통","전남","692 ","7364222 ","20240101","20241231"
"창원시 의창구","202402","유통","전북","69 ","330432 ","20240101","20241231"
"창원시 의창구","202402","유통","제주","178 ","967443 ","20240101","20241231"
"창원시 의창구","202402","유통","충남","596 ","8652296 ","20240101","20241231"
"창원시 의창구","202402","유통","충북","589 ","6892324 ","20240101","20241231"
"창원시 의창구","202402","유흥","경기","21 ","47978 ","20240101","20241231"
"창원시 의창구","202402","유흥","경남","15613 ","1150366690 ","20240101","20241231"
"창원시 의창구","202402","유흥","경북","21 ","102810 ","20240101","20241231"
"창원시 의창구","202402","유흥","울산","21 ","41124 ","20240101","20241231"
"창원시 의창구","202402","유흥","전남","21 ","47978 ","20240101","20241231"
"창원시 의창구","202402","의료/미용","경기","240 ","18897190 ","20240101","20241231"
"창원시 의창구","202402","의료/미용","경남","388218 ","18354604825 ","20240101","20241231"
"창원시 의창구","202402","의료/미용","경북","48 ","383825 ","20240101","20241231"
"창원시 의창구","202402","의료/미용","대구","288 ","42615284 ","20240101","20241231"
"창원시 의창구","202402","의료/미용","대전","21 ","404387 ","20240101","20241231"
"창원시 의창구","202402","의료/미용","부산","2748 ","136229061 ","20240101","20241231"
"창원시 의창구","202402","의료/미용","서울","596 ","59065250 ","20240101","20241231"
"창원시 의창구","202402","의료/미용","울산","69 ","1789034 ","20240101","20241231"
"창원시 의창구","202402","의료/미용","인천","21 ","76765 ","20240101","20241231"
"창원시 의창구","202402","의료/미용","전남","41 ","7866278 ","20240101","20241231"
"창원시 의창구","202402","의생활","경남","6210 ","412440987 ","20240101","20241231"
"창원시 의창구","202402","자동차","경기","158 ","6415284 ","20240101","20241231"
"창원시 의창구","202402","자동차","경남","206936 ","12123801734 ","20240101","20241231"
"창원시 의창구","202402","자동차","경북","41 ","3517820 ","20240101","20241231"
"창원시 의창구","202402","자동차","대구","171 ","8404092 ","20240101","20241231"
"창원시 의창구","202402","자동차","부산","658 ","27125908 ","20240101","20241231"
"창원시 의창구","202402","자동차","서울","185 ","13914962 ","20240101","20241231"
"창원시 의창구","202402","자동차","울산","21 ","19877 ","20240101","20241231"
"창원시 의창구","202402","자동차","인천","21 ","750925 ","20240101","20241231"
"창원시 의창구","202402","자동차","제주","21 ","719671 ","20240101","20241231"
"창원시 의창구","202402","자동차","충남","21 ","1377656 ","20240101","20241231"
"창원시 의창구","202402","주거생활","경기","62 ","2670939 ","20240101","20241231"
"창원시 의창구","202402","주거생활","경남","13708 ","1172203496 ","20240101","20241231"
"창원시 의창구","202402","주거생활","대구","21 ","248801 ","20240101","20241231"
"창원시 의창구","202402","주거생활","대전","21 ","64462 ","20240101","20241231"
"창원시 의창구","202402","주거생활","부산","130 ","5372858 ","20240101","20241231"
"창원시 의창구","202402","주거생활","서울","75 ","1880761 ","20240101","20241231"
"창원시 의창구","202402","주거생활","세종","21 ","5601782 ","20240101","20241231"
"창원시 의창구","202403","교육","경남","33749 ","3054144757 ","20240101","20241231"
"창원시 의창구","202403","기타","경기","21 ","337903 ","20240101","20241231"
"창원시 의창구","202403","기타","경남","16792 ","1221686107 ","20240101","20241231"
"창원시 의창구","202403","기타","경북","21 ","102330 ","20240101","20241231"
"창원시 의창구","202403","기타","부산","41 ","2782042 ","20240101","20241231"
"창원시 의창구","202403","기타","서울","1823 ","73909191 ","20240101","20241231"
"창원시 의창구","202403","기타","충북","21 ","162097 ","20240101","20241231"
"창원시 의창구","202403","내구재","경기","164 ","2833996 ","20240101","20241231"
"창원시 의창구","202403","내구재","경남","8944 ","390991679 ","20240101","20241231"
"창원시 의창구","202403","내구재","경북","151 ","34133 ","20240101","20241231"
"창원시 의창구","202403","내구재","대구","110 ","57916 ","20240101","20241231"
"창원시 의창구","202403","내구재","부산","1138 ","1952639 ","20240101","20241231"
"창원시 의창구","202403","내구재","서울","34 ","4798 ","20240101","20241231"
"창원시 의창구","202403","내구재","울산","75 ","25840 ","20240101","20241231"
"창원시 의창구","202403","내구재","제주","27 ","10966 ","20240101","20241231"
"창원시 의창구","202403","내구재","충남","27 ","22550 ","20240101","20241231"
"창원시 의창구","202403","내구재","충북","34 ","13434 ","20240101","20241231"
"창원시 의창구","202403","레포츠/문화/취미","강원","96 ","625086 ","20240101","20241231"
"창원시 의창구","202403","레포츠/문화/취미","경기","843 ","13940370 ","20240101","20241231"
"창원시 의창구","202403","레포츠/문화/취미","경남","99650 ","1885071158 ","20240101","20241231"
"창원시 의창구","202403","레포츠/문화/취미","경북","3269 ","401337903 ","20240101","20241231"
"창원시 의창구","202403","레포츠/문화/취미","광주","151 ","822481 ","20240101","20241231"
"창원시 의창구","202403","레포츠/문화/취미","대구","706 ","18383825 ","20240101","20241231"
"창원시 의창구","202403","레포츠/문화/취미","대전","82 ","388622 ","20240101","20241231"
"창원시 의창구","202403","레포츠/문화/취미","부산","1145 ","6704592 ","20240101","20241231"
"창원시 의창구","202403","레포츠/문화/취미","서울","473 ","2775188 ","20240101","20241231"
"창원시 의창구","202403","레포츠/문화/취미","세종","27 ","92529 ","20240101","20241231"
"창원시 의창구","202403","레포츠/문화/취미","울산","254 ","1209047 ","20240101","20241231"
"창원시 의창구","202403","레포츠/문화/취미","인천","425 ","2467443 ","20240101","20241231"
"창원시 의창구","202403","레포츠/문화/취미","전남","117 ","6091158 ","20240101","20241231"
"창원시 의창구","202403","레포츠/문화/취미","전북","21 ","20562 ","20240101","20241231"
"창원시 의창구","202403","레포츠/문화/취미","제주","55 ","301576 ","20240101","20241231"
"창원시 의창구","202403","레포츠/문화/취미","충남","123 ","1067855 ","20240101","20241231"
"창원시 의창구","202403","레포츠/문화/취미","충북","69 ","2762166 ","20240101","20241231"
"창원시 의창구","202403","서비스","경기","260 ","2035984 ","20240101","20241231"
"창원시 의창구","202403","서비스","경남","26573 ","531564736 ","20240101","20241231"
"창원시 의창구","202403","서비스","경북","281 ","99931 ","20240101","20241231"
"창원시 의창구","202403","서비스","대구","96 ","331323 ","20240101","20241231"
"창원시 의창구","202403","서비스","부산","302 ","2245442 ","20240101","20241231"
"창원시 의창구","202403","서비스","서울","377 ","1654112 ","20240101","20241231"
"창원시 의창구","202403","서비스","울산","75 ","42610795 ","20240101","20241231"
"창원시 의창구","202403","서비스","인천","27 ","130226 ","20240101","20241231"
"창원시 의창구","202403","서비스","전북","62 ","323646 ","20240101","20241231"
"창원시 의창구","202403","서비스","제주","48 ","5483 ","20240101","20241231"
"창원시 의창구","202403","서비스","충북","21 ","147361 ","20240101","20241231"
"창원시 의창구","202403","식생활","강원","69 ","921179 ","20240101","20241231"
"창원시 의창구","202403","식생활","경기","1851 ","43551337 ","20240101","20241231"
"창원시 의창구","202403","식생활","경남","1101097 ","26314981035 ","20240101","20241231"
"창원시 의창구","202403","식생활","경북","713 ","21828650 ","20240101","20241231"
"창원시 의창구","202403","식생활","광주","82 ","752570 ","20240101","20241231"
"창원시 의창구","202403","식생활","대구","2015 ","40606580 ","20240101","20241231"
"창원시 의창구","202403","식생활","대전","295 ","6119260 ","20240101","20241231"
"창원시 의창구","202403","식생활","부산","22988 ","480517820 ","20240101","20241231"
"창원시 의창구","202403","식생활","서울","3379 ","86739822 ","20240101","20241231"
"창원시 의창구","202403","식생활","세종","82 ","997944 ","20240101","20241231"
"창원시 의창구","202403","식생활","울산","308 ","5299520 ","20240101","20241231"
"창원시 의창구","202403","식생활","인천","425 ","16844483 ","20240101","20241231"
"창원시 의창구","202403","식생활","전남","89 ","1635504 ","20240101","20241231"
"창원시 의창구","202403","식생활","전북","69 ","530500 ","20240101","20241231"
"창원시 의창구","202403","식생활","제주","41 ","257711 ","20240101","20241231"
"창원시 의창구","202403","식생활","충남","75 ","1597670 ","20240101","20241231"
"창원시 의창구","202403","식생활","충북","89 ","1315284 ","20240101","20241231"
"창원시 의창구","202403","여행","경기","21 ","548321 ","20240101","20241231"
"창원시 의창구","202403","여행","경남","5271 ","196252228 ","20240101","20241231"
"창원시 의창구","202403","여행","부산","171 ","5349554 ","20240101","20241231"
"창원시 의창구","202403","여행","서울","62 ","4694997 ","20240101","20241231"
"창원시 의창구","202403","여행","전북","21 ","479781 ","20240101","20241231"
"창원시 의창구","202403","유통","강원","562 ","8556408 ","20240101","20241231"
"창원시 의창구","202403","유통","경기","13544 ","103061892 ","20240101","20241231"
"창원시 의창구","202403","유통","경남","1254812 ","20168977039 ","20240101","20241231"
"창원시 의창구","202403","유통","경북","5326 ","51842700 ","20240101","20241231"
"창원시 의창구","202403","유통","광주","946 ","6766827 ","20240101","20241231"
"창원시 의창구","202403","유통","대구","5922 ","52451953 ","20240101","20241231"
"창원시 의창구","202403","유통","대전","2680 ","14889650 ","20240101","20241231"
"창원시 의창구","202403","유통","부산","42803 ","341286155 ","20240101","20241231"
"창원시 의창구","202403","유통","서울","13893 ","117356957 ","20240101","20241231"
"창원시 의창구","202403","유통","세종","822 ","5896573 ","20240101","20241231"
"창원시 의창구","202403","유통","울산","1981 ","18314873 ","20240101","20241231"
"창원시 의창구","202403","유통","인천","3674 ","24282522 ","20240101","20241231"
"창원시 의창구","202403","유통","전남","1117 ","24522824 ","20240101","20241231"
"창원시 의창구","202403","유통","전북","500 ","3142084 ","20240101","20241231"
"창원시 의창구","202403","유통","제주","836 ","3796093 ","20240101","20241231"
"창원시 의창구","202403","유통","충남","850 ","6404661 ","20240101","20241231"
"창원시 의창구","202403","유통","충북","884 ","10927142 ","20240101","20241231"
"창원시 의창구","202403","유흥","경남","18396 ","1250442084 ","20240101","20241231"
"창원시 의창구","202403","유흥","경북","41 ","82248 ","20240101","20241231"
"창원시 의창구","202403","유흥","대전","21 ","11309116 ","20240101","20241231"
"창원시 의창구","202403","유흥","부산","69 ","7224126 ","20240101","20241231"
"창원시 의창구","202403","유흥","충북","21 ","41124 ","20240101","20241231"
"창원시 의창구","202403","의료/미용","강원","62 ","2067855 ","20240101","20241231"
"창원시 의창구","202403","의료/미용","경기","267 ","4096779 ","20240101","20241231"
"창원시 의창구","202403","의료/미용","경남","414990 ","18224433393 ","20240101","20241231"
"창원시 의창구","202403","의료/미용","경북","82 ","11534544 ","20240101","20241231"
"창원시 의창구","202403","의료/미용","대구","254 ","29970391 ","20240101","20241231"
"창원시 의창구","202403","의료/미용","대전","34 ","123372 ","20240101","20241231"
"창원시 의창구","202403","의료/미용","부산","2673 ","285251131 ","20240101","20241231"
"창원시 의창구","202403","의료/미용","서울","631 ","49295613 ","20240101","20241231"
"창원시 의창구","202403","의료/미용","세종","21 ","2466073 ","20240101","20241231"
"창원시 의창구","202403","의료/미용","울산","21 ","410075 ","20240101","20241231"
"창원시 의창구","202403","의료/미용","충남","21 ","17402330 ","20240101","20241231"
"창원시 의창구","202403","의료/미용","충북","21 ","3296642 ","20240101","20241231"
"창원시 의창구","202403","의생활","경기","21 ","582591 ","20240101","20241231"
"창원시 의창구","202403","의생활","경남","7553 ","558741535 ","20240101","20241231"
"창원시 의창구","202403","의생활","대구","21 ","2666210 ","20240101","20241231"
"창원시 의창구","202403","자동차","강원","21 ","195339 ","20240101","20241231"
"창원시 의창구","202403","자동차","경기","151 ","4709554 ","20240101","20241231"
"창원시 의창구","202403","자동차","경남","241103 ","13660872783 ","20240101","20241231"
"창원시 의창구","202403","자동차","경북","48 ","2220699 ","20240101","20241231"
"창원시 의창구","202403","자동차","대구","247 ","12785154 ","20240101","20241231"
"창원시 의창구","202403","자동차","대전","21 ","719671 ","20240101","20241231"
"창원시 의창구","202403","자동차","부산","994 ","43444750 ","20240101","20241231"
"창원시 의창구","202403","자동차","서울","281 ","11634647 ","20240101","20241231"
"창원시 의창구","202403","자동차","울산","62 ","2682886 ","20240101","20241231"
"창원시 의창구","202403","자동차","인천","62 ","1884544 ","20240101","20241231"
"창원시 의창구","202403","주거생활","경기","151 ","6381460 ","20240101","20241231"
"창원시 의창구","202403","주거생활","경남","16847 ","1244799287 ","20240101","20241231"
"창원시 의창구","202403","주거생활","경북","21 ","1953393 ","20240101","20241231"
"창원시 의창구","202403","주거생활","부산","185 ","17175874 ","20240101","20241231"
"창원시 의창구","202403","주거생활","서울","41 ","2543043 ","20240101","20241231"
"창원시 의창구","202403","주거생활","인천","21 ","940541 ","20240101","20241231"
"창원시 의창구","202404","교육","경남","32214 ","3038490514 ","20240101","20241231"
"창원시 의창구","202404","교육","대구","27 ","78821 ","20240101","20241231"
"창원시 의창구","202404","교육","부산","82 ","9722413 ","20240101","20241231"
"창원시 의창구","202404","교육","서울","21 ","361549 ","20240101","20241231"
"창원시 의창구","202404","기타","경남","16868 ","1096705963 ","20240101","20241231"
"창원시 의창구","202404","기타","부산","48 ","5275531 ","20240101","20241231"
"창원시 의창구","202404","기타","서울","1947 ","76118060 ","20240101","20241231"
"창원시 의창구","202404","내구재","경기","103 ","56203 ","20240101","20241231"
