"시군구명","연월","분류","유입지","매출건수(건)","매출합계(원)","집계시작일","집계종료일"
"창원시 마산합포구","202403","식생활","세종","62 ","1311172 ","20240101","20241231"
"창원시 마산합포구","202403","식생활","울산","651 ","20054147 ","20240101","20241231"
"창원시 마산합포구","202403","식생활","인천","96 ","2452365 ","20240101","20241231"
"창원시 마산합포구","202403","식생활","전남","281 ","8135709 ","20240101","20241231"
"창원시 마산합포구","202403","식생활","전북","55 ","1154901 ","20240101","20241231"
"창원시 마산합포구","202403","식생활","충남","96 ","1576422 ","20240101","20241231"
"창원시 마산합포구","202403","식생활","충북","21 ","271076 ","20240101","20241231"
"창원시 마산합포구","202403","여행","경기","75 ","2100754 ","20240101","20241231"
"창원시 마산합포구","202403","여행","경남","1707 ","130255586 ","20240101","20241231"
"창원시 마산합포구","202403","여행","대구","41 ","315284 ","20240101","20241231"
"창원시 마산합포구","202403","여행","부산","21 ","447567 ","20240101","20241231"
"창원시 마산합포구","202403","여행","서울","48 ","3232694 ","20240101","20241231"
"창원시 마산합포구","202403","여행","인천","21 ","157642 ","20240101","20241231"
"창원시 마산합포구","202403","여행","전남","27 ","95956 ","20240101","20241231"
"창원시 마산합포구","202403","여행","전북","21 ","1439342 ","20240101","20241231"
"창원시 마산합포구","202403","유통","강원","658 ","7070596 ","20240101","20241231"
"창원시 마산합포구","202403","유통","경기","3550 ","34204729 ","20240101","20241231"
"창원시 마산합포구","202403","유통","경남","935613 ","18056173434 ","20240101","20241231"
"창원시 마산합포구","202403","유통","경북","2879 ","20162714 ","20240101","20241231"
"창원시 마산합포구","202403","유통","광주","459 ","4731940 ","20240101","20241231"
"창원시 마산합포구","202403","유통","대구","2714 ","32898972 ","20240101","20241231"
"창원시 마산합포구","202403","유통","대전","1035 ","8040850 ","20240101","20241231"
"창원시 마산합포구","202403","유통","부산","14339 ","128222276 ","20240101","20241231"
"창원시 마산합포구","202403","유통","서울","2536 ","28929746 ","20240101","20241231"
"창원시 마산합포구","202403","유통","세종","151 ","7027073 ","20240101","20241231"
"창원시 마산합포구","202403","유통","울산","4078 ","25100274 ","20240101","20241231"
"창원시 마산합포구","202403","유통","인천","363 ","6325703 ","20240101","20241231"
"창원시 마산합포구","202403","유통","전남","2324 ","18047910 ","20240101","20241231"
"창원시 마산합포구","202403","유통","전북","308 ","1370939 ","20240101","20241231"
"창원시 마산합포구","202403","유통","제주","829 ","5896299 ","20240101","20241231"
"창원시 마산합포구","202403","유통","충남","219 ","4037491 ","20240101","20241231"
"창원시 마산합포구","202403","유통","충북","418 ","6085401 ","20240101","20241231"
"창원시 마산합포구","202403","유흥","강원","41 ","85675 ","20240101","20241231"
"창원시 마산합포구","202403","유흥","경기","21 ","5551748 ","20240101","20241231"
"창원시 마산합포구","202403","유흥","경남","18753 ","1166297464 ","20240101","20241231"
"창원시 마산합포구","202403","유흥","경북","21 ","41124 ","20240101","20241231"
"창원시 마산합포구","202403","유흥","광주","21 ","335846 ","20240101","20241231"
"창원시 마산합포구","202403","유흥","울산","27 ","44551 ","20240101","20241231"
"창원시 마산합포구","202403","유흥","전남","21 ","3152844 ","20240101","20241231"
"창원시 마산합포구","202403","의료/미용","강원","21 ","720425 ","20240101","20241231"
"창원시 마산합포구","202403","의료/미용","경남","227389 ","8530946148 ","20240101","20241231"
"창원시 마산합포구","202403","의료/미용","경북","21 ","89788 ","20240101","20241231"
"창원시 마산합포구","202403","의료/미용","대구","21 ","2717066 ","20240101","20241231"
"창원시 마산합포구","202403","의료/미용","부산","377 ","11958328 ","20240101","20241231"
"창원시 마산합포구","202403","의료/미용","서울","62 ","1181974 ","20240101","20241231"
"창원시 마산합포구","202403","의료/미용","울산","21 ","1607265 ","20240101","20241231"
"창원시 마산합포구","202403","의생활","경기","21 ","7717615 ","20240101","20241231"
"창원시 마산합포구","202403","의생활","경남","10350 ","699688944 ","20240101","20241231"
"창원시 마산합포구","202403","의생활","부산","21 ","11240576 ","20240101","20241231"
"창원시 마산합포구","202403","의생활","서울","21 ","699109 ","20240101","20241231"
"창원시 마산합포구","202403","의생활","인천","27 ","85675 ","20240101","20241231"
"창원시 마산합포구","202403","의생활","전남","27 ","5812200 ","20240101","20241231"
"창원시 마산합포구","202403","자동차","경기","103 ","3156504 ","20240101","20241231"
"창원시 마산합포구","202403","자동차","경남","164709 ","7630100637 ","20240101","20241231"
"창원시 마산합포구","202403","자동차","경북","82 ","2545579 ","20240101","20241231"
"창원시 마산합포구","202403","자동차","대구","651 ","6812886 ","20240101","20241231"
"창원시 마산합포구","202403","자동차","대전","41 ","128170 ","20240101","20241231"
"창원시 마산합포구","202403","자동차","부산","1254 ","58545511 ","20240101","20241231"
"창원시 마산합포구","202403","자동차","서울","34 ","62371 ","20240101","20241231"
"창원시 마산합포구","202403","자동차","충북","21 ","4577690 ","20240101","20241231"
"창원시 마산합포구","202403","주거생활","경남","3160 ","135447800 ","20240101","20241231"
"창원시 마산합포구","202403","주거생활","대구","62 ","2932831 ","20240101","20241231"
"창원시 마산합포구","202403","주거생활","부산","21 ","2028787 ","20240101","20241231"
"창원시 마산합포구","202403","주거생활","충남","21 ","578478 ","20240101","20241231"
"창원시 마산합포구","202404","교육","경남","34983 ","2068414668 ","20240101","20241231"
"창원시 마산합포구","202404","교육","경북","21 ","6863537 ","20240101","20241231"
"창원시 마산합포구","202404","교육","부산","103 ","1983893 ","20240101","20241231"
"창원시 마산합포구","202404","교육","전남","21 ","349554 ","20240101","20241231"
"창원시 마산합포구","202404","기타","경남","5819 ","390027066 ","20240101","20241231"
"창원시 마산합포구","202404","기타","전북","21 ","133653 ","20240101","20241231"
"창원시 마산합포구","202404","내구재","강원","34 ","34955 ","20240101","20241231"
"창원시 마산합포구","202404","내구재","경기","171 ","3607402 ","20240101","20241231"
"창원시 마산합포구","202404","내구재","경남","10466 ","312443297 ","20240101","20241231"
"창원시 마산합포구","202404","내구재","광주","34 ","26731 ","20240101","20241231"
"창원시 마산합포구","202404","내구재","부산","1864 ","649280 ","20240101","20241231"
"창원시 마산합포구","202404","내구재","서울","123 ","68472 ","20240101","20241231"
"창원시 마산합포구","202404","내구재","충남","89 ","97053 ","20240101","20241231"
"창원시 마산합포구","202404","내구재","충북","34 ","2193 ","20240101","20241231"
"창원시 마산합포구","202404","레포츠/문화/취미","강원","55 ","122687 ","20240101","20241231"
"창원시 마산합포구","202404","레포츠/문화/취미","경기","350 ","2164496 ","20240101","20241231"
"창원시 마산합포구","202404","레포츠/문화/취미","경남","70473 ","1373514805 ","20240101","20241231"
"창원시 마산합포구","202404","레포츠/문화/취미","경북","624 ","4079507 ","20240101","20241231"
"창원시 마산합포구","202404","레포츠/문화/취미","대구","596 ","7326936 ","20240101","20241231"
"창원시 마산합포구","202404","레포츠/문화/취미","대전","199 ","1949966 ","20240101","20241231"
"창원시 마산합포구","202404","레포츠/문화/취미","부산","1988 ","25491090 ","20240101","20241231"
"창원시 마산합포구","202404","레포츠/문화/취미","서울","377 ","7621659 ","20240101","20241231"
"창원시 마산합포구","202404","레포츠/문화/취미","울산","1974 ","10764222 ","20240101","20241231"
"창원시 마산합포구","202404","레포츠/문화/취미","인천","226 ","962988 ","20240101","20241231"
"창원시 마산합포구","202404","레포츠/문화/취미","전남","795 ","6712132 ","20240101","20241231"
"창원시 마산합포구","202404","레포츠/문화/취미","전북","48 ","147361 ","20240101","20241231"
"창원시 마산합포구","202404","레포츠/문화/취미","제주","89 ","493489 ","20240101","20241231"
"창원시 마산합포구","202404","레포츠/문화/취미","충남","103 ","437286 ","20240101","20241231"
"창원시 마산합포구","202404","레포츠/문화/취미","충북","96 ","1113091 ","20240101","20241231"
"창원시 마산합포구","202404","서비스","강원","41 ","8430 ","20240101","20241231"
"창원시 마산합포구","202404","서비스","경기","164 ","1652228 ","20240101","20241231"
"창원시 마산합포구","202404","서비스","경남","57039 ","875424297 ","20240101","20241231"
"창원시 마산합포구","202404","서비스","경북","302 ","3415696 ","20240101","20241231"
"창원시 마산합포구","202404","서비스","광주","34 ","357437 ","20240101","20241231"
"창원시 마산합포구","202404","서비스","대구","795 ","8306237 ","20240101","20241231"
"창원시 마산합포구","202404","서비스","대전","103 ","760110 ","20240101","20241231"
"창원시 마산합포구","202404","서비스","부산","6943 ","77797327 ","20240101","20241231"
"창원시 마산합포구","202404","서비스","서울","254 ","1379507 ","20240101","20241231"
"창원시 마산합포구","202404","서비스","울산","918 ","6448801 ","20240101","20241231"
"창원시 마산합포구","202404","서비스","인천","62 ","191501 ","20240101","20241231"
"창원시 마산합포구","202404","서비스","전남","1432 ","17762509 ","20240101","20241231"
"창원시 마산합포구","202404","서비스","전북","75 ","547635 ","20240101","20241231"
"창원시 마산합포구","202404","서비스","제주","34 ","4524 ","20240101","20241231"
"창원시 마산합포구","202404","서비스","충남","21 ","411241 ","20240101","20241231"
"창원시 마산합포구","202404","서비스","충북","103 ","815627 ","20240101","20241231"
"창원시 마산합포구","202404","식생활","경기","884 ","21314599 ","20240101","20241231"
"창원시 마산합포구","202404","식생활","경남","751227 ","19905953420 ","20240101","20241231"
"창원시 마산합포구","202404","식생활","경북","761 ","17200617 ","20240101","20241231"
"창원시 마산합포구","202404","식생활","대구","1193 ","60544167 ","20240101","20241231"
"창원시 마산합포구","202404","식생활","대전","89 ","1650720 ","20240101","20241231"
"창원시 마산합포구","202404","식생활","부산","7430 ","219445031 ","20240101","20241231"
"창원시 마산합포구","202404","식생활","서울","1460 ","178363263 ","20240101","20241231"
"창원시 마산합포구","202404","식생활","세종","48 ","1775188 ","20240101","20241231"
"창원시 마산합포구","202404","식생활","울산","912 ","16886909 ","20240101","20241231"
"창원시 마산합포구","202404","식생활","인천","137 ","2601097 ","20240101","20241231"
"창원시 마산합포구","202404","식생활","전남","281 ","5344071 ","20240101","20241231"
"창원시 마산합포구","202404","식생활","전북","41 ","766964 ","20240101","20241231"
"창원시 마산합포구","202404","식생활","제주","151 ","2119945 ","20240101","20241231"
"창원시 마산합포구","202404","식생활","충남","151 ","2930089 ","20240101","20241231"
"창원시 마산합포구","202404","식생활","충북","137 ","3714873 ","20240101","20241231"
"창원시 마산합포구","202404","여행","경기","27 ","2960932 ","20240101","20241231"
"창원시 마산합포구","202404","여행","경남","1227 ","67825908 ","20240101","20241231"
"창원시 마산합포구","202404","여행","대구","21 ","1062371 ","20240101","20241231"
"창원시 마산합포구","202404","여행","제주","27 ","75394 ","20240101","20241231"
"창원시 마산합포구","202404","유통","강원","425 ","3124674 ","20240101","20241231"
"창원시 마산합포구","202404","유통","경기","3852 ","29329541 ","20240101","20241231"
"창원시 마산합포구","202404","유통","경남","949335 ","17384890212 ","20240101","20241231"
"창원시 마산합포구","202404","유통","경북","2632 ","14483071 ","20240101","20241231"
"창원시 마산합포구","202404","유통","광주","521 ","2852776 ","20240101","20241231"
"창원시 마산합포구","202404","유통","대구","3023 ","46150788 ","20240101","20241231"
"창원시 마산합포구","202404","유통","대전","939 ","5067786 ","20240101","20241231"
"창원시 마산합포구","202404","유통","부산","15264 ","134749143 ","20240101","20241231"
"창원시 마산합포구","202404","유통","서울","2392 ","29498561 ","20240101","20241231"
"창원시 마산합포구","202404","유통","세종","62 ","479095 ","20240101","20241231"
"창원시 마산합포구","202404","유통","울산","4736 ","29536326 ","20240101","20241231"
"창원시 마산합포구","202404","유통","인천","487 ","12986086 ","20240101","20241231"
"창원시 마산합포구","202404","유통","전남","3016 ","24212611 ","20240101","20241231"
"창원시 마산합포구","202404","유통","전북","473 ","7984647 ","20240101","20241231"
"창원시 마산합포구","202404","유통","제주","1042 ","7767512 ","20240101","20241231"
"창원시 마산합포구","202404","유통","충남","466 ","8003358 ","20240101","20241231"
"창원시 마산합포구","202404","유통","충북","212 ","1396573 ","20240101","20241231"
"창원시 마산합포구","202404","유흥","강원","21 ","41124 ","20240101","20241231"
"창원시 마산합포구","202404","유흥","경기","21 ","20562 ","20240101","20241231"
"창원시 마산합포구","202404","유흥","경남","18917 ","1205936258 ","20240101","20241231"
"창원시 마산합포구","202404","유흥","경북","21 ","44551 ","20240101","20241231"
"창원시 마산합포구","202404","유흥","부산","62 ","2196710 ","20240101","20241231"
"창원시 마산합포구","202404","유흥","서울","62 ","3043180 ","20240101","20241231"
"창원시 마산합포구","202404","유흥","전남","41 ","82248 ","20240101","20241231"
"창원시 마산합포구","202404","의료/미용","경기","41 ","2020562 ","20240101","20241231"
"창원시 마산합포구","202404","의료/미용","경남","230480 ","8662914887 ","20240101","20241231"
"창원시 마산합포구","202404","의료/미용","대구","41 ","529130 ","20240101","20241231"
"창원시 마산합포구","202404","의료/미용","부산","206 ","4977039 ","20240101","20241231"
"창원시 마산합포구","202404","의료/미용","서울","62 ","575737 ","20240101","20241231"
"창원시 마산합포구","202404","의료/미용","인천","21 ","143934 ","20240101","20241231"
"창원시 마산합포구","202404","의료/미용","제주","41 ","633310 ","20240101","20241231"
"창원시 마산합포구","202404","의생활","경기","21 ","422207 ","20240101","20241231"
"창원시 마산합포구","202404","의생활","경남","11912 ","809981220 ","20240101","20241231"
"창원시 마산합포구","202404","의생활","대전","117 ","9794380 ","20240101","20241231"
"창원시 마산합포구","202404","자동차","경기","48 ","951337 ","20240101","20241231"
"창원시 마산합포구","202404","자동차","경남","155634 ","7203280912 ","20240101","20241231"
"창원시 마산합포구","202404","자동차","경북","21 ","1160864 ","20240101","20241231"
"창원시 마산합포구","202404","자동차","대구","350 ","4417409 ","20240101","20241231"
"창원시 마산합포구","202404","자동차","대전","21 ","264901 ","20240101","20241231"
"창원시 마산합포구","202404","자동차","부산","1474 ","63997313 ","20240101","20241231"
"창원시 마산합포구","202404","자동차","서울","130 ","4182467 ","20240101","20241231"
"창원시 마산합포구","202404","자동차","울산","89 ","3714805 ","20240101","20241231"
"창원시 마산합포구","202404","자동차","인천","21 ","78136 ","20240101","20241231"
"창원시 마산합포구","202404","자동차","전남","21 ","956820 ","20240101","20241231"
"창원시 마산합포구","202404","자동차","전북","21 ","3158533 ","20240101","20241231"
"창원시 마산합포구","202404","자동차","충북","21 ","4810452 ","20240101","20241231"
"창원시 마산합포구","202404","주거생활","경기","96 ","1318026 ","20240101","20241231"
"창원시 마산합포구","202404","주거생활","경남","2193 ","105352776 ","20240101","20241231"
"창원시 마산합포구","202404","주거생활","경북","21 ","426319 ","20240101","20241231"
"창원시 마산합포구","202404","주거생활","부산","41 ","1886909 ","20240101","20241231"
"창원시 마산합포구","202404","주거생활","서울","34 ","350583 ","20240101","20241231"
"창원시 마산합포구","202404","주거생활","인천","21 ","1862385 ","20240101","20241231"
"창원시 마산합포구","202405","교육","경남","32337 ","1959058122 ","20240101","20241231"
"창원시 마산합포구","202405","교육","경북","21 ","537354 ","20240101","20241231"
"창원시 마산합포구","202405","교육","부산","69 ","2188485 ","20240101","20241231"
"창원시 마산합포구","202405","교육","서울","21 ","112406 ","20240101","20241231"
"창원시 마산합포구","202405","교육","전남","21 ","233036 ","20240101","20241231"
"창원시 마산합포구","202405","기타","경남","5833 ","367479054 ","20240101","20241231"
"창원시 마산합포구","202405","내구재","경기","137 ","23441 ","20240101","20241231"
"창원시 마산합포구","202405","내구재","경남","13338 ","277057368 ","20240101","20241231"
"창원시 마산합포구","202405","내구재","경북","27 ","7951 ","20240101","20241231"
"창원시 마산합포구","202405","내구재","광주","34 ","7128 ","20240101","20241231"
"창원시 마산합포구","202405","내구재","대구","41 ","19465 ","20240101","20241231"
"창원시 마산합포구","202405","내구재","부산","2824 ","1168609 ","20240101","20241231"
"창원시 마산합포구","202405","내구재","서울","274 ","72584 ","20240101","20241231"
"창원시 마산합포구","202405","레포츠/문화/취미","강원","192 ","1353667 ","20240101","20241231"
"창원시 마산합포구","202405","레포츠/문화/취미","경기","733 ","3515422 ","20240101","20241231"
"창원시 마산합포구","202405","레포츠/문화/취미","경남","81686 ","1464659082 ","20240101","20241231"
"창원시 마산합포구","202405","레포츠/문화/취미","경북","843 ","9723098 ","20240101","20241231"
"창원시 마산합포구","202405","레포츠/문화/취미","광주","21 ","92529 ","20240101","20241231"
"창원시 마산합포구","202405","레포츠/문화/취미","대구","713 ","7363948 ","20240101","20241231"
"창원시 마산합포구","202405","레포츠/문화/취미","대전","158 ","894448 ","20240101","20241231"
"창원시 마산합포구","202405","레포츠/문화/취미","부산","1693 ","16407128 ","20240101","20241231"
"창원시 마산합포구","202405","레포츠/문화/취미","서울","562 ","6629883 ","20240101","20241231"
"창원시 마산합포구","202405","레포츠/문화/취미","울산","1638 ","9914325 ","20240101","20241231"
"창원시 마산합포구","202405","레포츠/문화/취미","인천","315 ","1365319 ","20240101","20241231"
"창원시 마산합포구","202405","레포츠/문화/취미","전남","624 ","2443454 ","20240101","20241231"
"창원시 마산합포구","202405","레포츠/문화/취미","전북","41 ","181631 ","20240101","20241231"
"창원시 마산합포구","202405","레포츠/문화/취미","제주","89 ","607951 ","20240101","20241231"
"창원시 마산합포구","202405","레포츠/문화/취미","충남","137 ","711446 ","20240101","20241231"
"창원시 마산합포구","202405","레포츠/문화/취미","충북","34 ","116518 ","20240101","20241231"
"창원시 마산합포구","202405","서비스","강원","27 ","291295 ","20240101","20241231"
"창원시 마산합포구","202405","서비스","경기","322 ","2251062 ","20240101","20241231"
"창원시 마산합포구","202405","서비스","경남","50576 ","726083071 ","20240101","20241231"
"창원시 마산합포구","202405","서비스","경북","576 ","6279164 ","20240101","20241231"
"창원시 마산합포구","202405","서비스","광주","82 ","719397 ","20240101","20241231"
"창원시 마산합포구","202405","서비스","대구","1227 ","11234681 ","20240101","20241231"
"창원시 마산합포구","202405","서비스","대전","103 ","1065798 ","20240101","20241231"
"창원시 마산합포구","202405","서비스","부산","8485 ","91377176 ","20240101","20241231"
"창원시 마산합포구","202405","서비스","서울","151 ","1125428 ","20240101","20241231"
"창원시 마산합포구","202405","서비스","세종","164 ","1151131 ","20240101","20241231"
"창원시 마산합포구","202405","서비스","울산","685 ","6792392 ","20240101","20241231"
"창원시 마산합포구","202405","서비스","인천","34 ","260452 ","20240101","20241231"
"창원시 마산합포구","202405","서비스","전남","1844 ","23433859 ","20240101","20241231"
"창원시 마산합포구","202405","서비스","전북","34 ","185058 ","20240101","20241231"
"창원시 마산합포구","202405","서비스","제주","55 ","648595 ","20240101","20241231"
"창원시 마산합포구","202405","서비스","충남","62 ","636737 ","20240101","20241231"
"창원시 마산합포구","202405","서비스","충북","55 ","450994 ","20240101","20241231"
"창원시 마산합포구","202405","식생활","경기","1165 ","29845374 ","20240101","20241231"
"창원시 마산합포구","202405","식생활","경남","792618 ","21532220761 ","20240101","20241231"
"창원시 마산합포구","202405","식생활","경북","912 ","15402605 ","20240101","20241231"
"창원시 마산합포구","202405","식생활","광주","329 ","9176148 ","20240101","20241231"
"창원시 마산합포구","202405","식생활","대구","1905 ","85629952 ","20240101","20241231"
"창원시 마산합포구","202405","식생활","대전","212 ","3661412 ","20240101","20241231"
"창원시 마산합포구","202405","식생활","부산","7025 ","186043317 ","20240101","20241231"
"창원시 마산합포구","202405","식생활","서울","1467 ","59609733 ","20240101","20241231"
"창원시 마산합포구","202405","식생활","세종","110 ","4713502 ","20240101","20241231"
"창원시 마산합포구","202405","식생활","울산","795 ","21939890 ","20240101","20241231"
"창원시 마산합포구","202405","식생활","인천","62 ","1676491 ","20240101","20241231"
"창원시 마산합포구","202405","식생활","전남","254 ","4953393 ","20240101","20241231"
"창원시 마산합포구","202405","식생활","전북","103 ","821110 ","20240101","20241231"
"창원시 마산합포구","202405","식생활","제주","144 ","1916381 ","20240101","20241231"
"창원시 마산합포구","202405","식생활","충남","103 ","936943 ","20240101","20241231"
"창원시 마산합포구","202405","식생활","충북","21 ","15079 ","20240101","20241231"
"창원시 마산합포구","202405","여행","경기","62 ","3666895 ","20240101","20241231"
"창원시 마산합포구","202405","여행","경남","1631 ","103516244 ","20240101","20241231"
"창원시 마산합포구","202405","여행","경북","21 ","2159013 ","20240101","20241231"
"창원시 마산합포구","202405","여행","대구","21 ","157642 ","20240101","20241231"
"창원시 마산합포구","202405","여행","대전","48 ","2470870 ","20240101","20241231"
"창원시 마산합포구","202405","여행","부산","82 ","541467 ","20240101","20241231"
"창원시 마산합포구","202405","여행","서울","55 ","4564770 ","20240101","20241231"
"창원시 마산합포구","202405","유통","강원","610 ","3453050 ","20240101","20241231"
"창원시 마산합포구","202405","유통","경기","3365 ","46125703 ","20240101","20241231"
"창원시 마산합포구","202405","유통","경남","993537 ","18192064997 ","20240101","20241231"
"창원시 마산합포구","202405","유통","경북","2673 ","18673201 ","20240101","20241231"
"창원시 마산합포구","202405","유통","광주","624 ","4183345 ","20240101","20241231"
"창원시 마산합포구","202405","유통","대구","3304 ","31691638 ","20240101","20241231"
"창원시 마산합포구","202405","유통","대전","507 ","2885127 ","20240101","20241231"
"창원시 마산합포구","202405","유통","부산","13358 ","138200206 ","20240101","20241231"
"창원시 마산합포구","202405","유통","서울","2735 ","37830912 ","20240101","20241231"
"창원시 마산합포구","202405","유통","세종","164 ","1836532 ","20240101","20241231"
"창원시 마산합포구","202405","유통","울산","3571 ","22868540 ","20240101","20241231"
"창원시 마산합포구","202405","유통","인천","439 ","2664222 ","20240101","20241231"
"창원시 마산합포구","202405","유통","전남","1816 ","14035435 ","20240101","20241231"
"창원시 마산합포구","202405","유통","전북","336 ","2419123 ","20240101","20241231"
"창원시 마산합포구","202405","유통","제주","843 ","5281083 ","20240101","20241231"
"창원시 마산합포구","202405","유통","충남","356 ","2491775 ","20240101","20241231"
"창원시 마산합포구","202405","유통","충북","192 ","1265250 ","20240101","20241231"
"창원시 마산합포구","202405","유흥","강원","21 ","58944 ","20240101","20241231"
"창원시 마산합포구","202405","유흥","경기","41 ","68540 ","20240101","20241231"
"창원시 마산합포구","202405","유흥","경남","19239 ","1176546950 ","20240101","20241231"
"창원시 마산합포구","202405","유흥","대구","55 ","4928033 ","20240101","20241231"
"창원시 마산합포구","202405","유흥","부산","137 ","2491432 ","20240101","20241231"
"창원시 마산합포구","202405","유흥","세종","21 ","41124 ","20240101","20241231"
"창원시 마산합포구","202405","유흥","울산","21 ","2467443 ","20240101","20241231"
"창원시 마산합포구","202405","유흥","충남","21 ","47978 ","20240101","20241231"
"창원시 마산합포구","202405","의료/미용","강원","21 ","165867 ","20240101","20241231"
"창원시 마산합포구","202405","의료/미용","경기","21 ","39753 ","20240101","20241231"
"창원시 마산합포구","202405","의료/미용","경남","226971 ","8700650069 ","20240101","20241231"
"창원시 마산합포구","202405","의료/미용","부산","199 ","10020631 ","20240101","20241231"
"창원시 마산합포구","202405","의료/미용","서울","41 ","684716 ","20240101","20241231"
"창원시 마산합포구","202405","의료/미용","전남","41 ","2083619 ","20240101","20241231"
"창원시 마산합포구","202405","의생활","강원","21 ","607951 ","20240101","20241231"
"창원시 마산합포구","202405","의생활","경기","89 ","3283071 ","20240101","20241231"
"창원시 마산합포구","202405","의생활","경남","13310 ","905322221 ","20240101","20241231"
"창원시 마산합포구","202405","의생활","대구","41 ","5126799 ","20240101","20241231"
"창원시 마산합포구","202405","의생활","대전","21 ","2001371 ","20240101","20241231"
"창원시 마산합포구","202405","의생활","서울","75 ","2212474 ","20240101","20241231"
"창원시 마산합포구","202405","자동차","경기","82 ","2471995 ","20240101","20241231"
"창원시 마산합포구","202405","자동차","경남","160740 ","7314138931 ","20240101","20241231"
"창원시 마산합포구","202405","자동차","경북","69 ","1190199 ","20240101","20241231"
"창원시 마산합포구","202405","자동차","대구","192 ","333448 ","20240101","20241231"
"창원시 마산합포구","202405","자동차","부산","1131 ","41297546 ","20240101","20241231"
"창원시 마산합포구","202405","자동차","울산","89 ","941741 ","20240101","20241231"
"창원시 마산합포구","202405","주거생활","경남","3009 ","152695785 ","20240101","20241231"
"창원시 마산합포구","202405","주거생활","부산","41 ","5179575 ","20240101","20241231"
"창원시 마산합포구","202406","교육","경남","29952 ","1820060452 ","20240101","20241231"
"창원시 마산합포구","202406","교육","부산","69 ","2088691 ","20240101","20241231"
"창원시 마산합포구","202406","기타","경남","5627 ","397251405 ","20240101","20241231"
"창원시 마산합포구","202406","내구재","경기","21 ","1097 ","20240101","20241231"
"창원시 마산합포구","202406","내구재","경남","13694 ","221451611 ","20240101","20241231"
"창원시 마산합포구","202406","내구재","경북","21 ","2789582 ","20240101","20241231"
"창원시 마산합포구","202406","내구재","부산","1789 ","798424 ","20240101","20241231"
"창원시 마산합포구","202406","내구재","서울","370 ","172310 ","20240101","20241231"
"창원시 마산합포구","202406","내구재","울산","21 ","15079 ","20240101","20241231"
"창원시 마산합포구","202406","내구재","인천","21 ","9869774 ","20240101","20241231"
"창원시 마산합포구","202406","내구재","충남","21 ","28376 ","20240101","20241231"
"창원시 마산합포구","202406","레포츠/문화/취미","강원","350 ","1418780 ","20240101","20241231"
"창원시 마산합포구","202406","레포츠/문화/취미","경기","692 ","3661412 ","20240101","20241231"
"창원시 마산합포구","202406","레포츠/문화/취미","경남","74119 ","1235447670 ","20240101","20241231"
"창원시 마산합포구","202406","레포츠/문화/취미","경북","548 ","2873886 ","20240101","20241231"
"창원시 마산합포구","202406","레포츠/문화/취미","광주","75 ","205620 ","20240101","20241231"
"창원시 마산합포구","202406","레포츠/문화/취미","대구","1220 ","15279644 ","20240101","20241231"
"창원시 마산합포구","202406","레포츠/문화/취미","대전","130 ","400960 ","20240101","20241231"
"창원시 마산합포구","202406","레포츠/문화/취미","부산","1796 ","21331734 ","20240101","20241231"
"창원시 마산합포구","202406","레포츠/문화/취미","서울","665 ","4716244 ","20240101","20241231"
"창원시 마산합포구","202406","레포츠/문화/취미","울산","1097 ","6394791 ","20240101","20241231"
"창원시 마산합포구","202406","레포츠/문화/취미","인천","62 ","236463 ","20240101","20241231"
"창원시 마산합포구","202406","레포츠/문화/취미","전남","487 ","1989034 ","20240101","20241231"
"창원시 마산합포구","202406","레포츠/문화/취미","전북","27 ","137080 ","20240101","20241231"
"창원시 마산합포구","202406","레포츠/문화/취미","제주","62 ","212474 ","20240101","20241231"
"창원시 마산합포구","202406","레포츠/문화/취미","충남","123 ","500343 ","20240101","20241231"
"창원시 마산합포구","202406","레포츠/문화/취미","충북","89 ","503770 ","20240101","20241231"
"창원시 마산합포구","202406","서비스","경기","288 ","2751199 ","20240101","20241231"
"창원시 마산합포구","202406","서비스","경남","39856 ","559440027 ","20240101","20241231"
"창원시 마산합포구","202406","서비스","경북","528 ","4978615 ","20240101","20241231"
"창원시 마산합포구","202406","서비스","대구","631 ","6994243 ","20240101","20241231"
"창원시 마산합포구","202406","서비스","대전","82 ","1055517 ","20240101","20241231"
"창원시 마산합포구","202406","서비스","부산","6669 ","77035572 ","20240101","20241231"
"창원시 마산합포구","202406","서비스","서울","267 ","2371282 ","20240101","20241231"
"창원시 마산합포구","202406","서비스","세종","48 ","609321 ","20240101","20241231"
"창원시 마산합포구","202406","서비스","울산","679 ","6181083 ","20240101","20241231"
"창원시 마산합포구","202406","서비스","인천","41 ","397533 ","20240101","20241231"
"창원시 마산합포구","202406","서비스","전남","1570 ","17528855 ","20240101","20241231"
"창원시 마산합포구","202406","서비스","전북","82 ","553667 ","20240101","20241231"
"창원시 마산합포구","202406","서비스","제주","27 ","123372 ","20240101","20241231"
"창원시 마산합포구","202406","서비스","충남","69 ","917752 ","20240101","20241231"
"창원시 마산합포구","202406","식생활","강원","62 ","1928718 ","20240101","20241231"
"창원시 마산합포구","202406","식생활","경기","1014 ","35066141 ","20240101","20241231"
"창원시 마산합포구","202406","식생활","경남","756909 ","20266000699 ","20240101","20241231"
"창원시 마산합포구","202406","식생활","경북","733 ","14629198 ","20240101","20241231"
"창원시 마산합포구","202406","식생활","광주","41 ","701851 ","20240101","20241231"
"창원시 마산합포구","202406","식생활","대구","2173 ","85276971 ","20240101","20241231"
