업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,18.9,8.3
쇼핑업,대형쇼핑몰,18.9,13.8
쇼핑업,기타관광쇼핑,18.9,77.9
숙박업,캠핑장/펜션,1.3,18.6
숙박업,기타숙박,1.3,79.4
숙박업,호텔,1.3,2.0
식음료업,일반외식업,18.9,90.5
식음료업,제과음료업,18.9,9.5
여가서비스업,관광유원시설,10.5,3.2
여가서비스업,골프장,10.5,86.8
여가서비스업,기타레저,10.5,5.4
여가서비스업,문화서비스,10.5,4.6
여행업,여행업,0.0,100.0
운송업,렌터카,49.8,0.0
운송업,육상운송,49.8,98.9
운송업,수상운송,49.8,1.1
의료웰니스업,뷰티,0.6,100.0
