업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,14.1,6.8
쇼핑업,기타관광쇼핑,14.1,93.2
숙박업,호텔,2.1,6.0
숙박업,캠핑장/펜션,2.1,5.5
숙박업,기타숙박,2.1,88.5
식음료업,일반외식업,18.7,79.6
식음료업,제과음료업,18.7,20.4
여가서비스업,골프장,9.5,95.8
여가서비스업,기타레저,9.5,3.6
여가서비스업,문화서비스,9.5,0.3
여가서비스업,관광유원시설,9.5,0.4
여행업,여행업,0.0,100.0
운송업,육상운송,54.9,100.0
운송업,렌터카,54.9,0.0
의료웰니스업,뷰티,0.6,100.0
