업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,33.8,14.1
쇼핑업,기타관광쇼핑,33.8,57.9
쇼핑업,대형쇼핑몰,33.8,28.0
숙박업,호텔,6.4,25.7
숙박업,콘도,6.4,35.7
숙박업,캠핑장/펜션,6.4,5.1
숙박업,기타숙박,6.4,33.5
식음료업,일반외식업,38.8,85.3
식음료업,제과음료업,38.8,14.7
여가서비스업,관광유원시설,4.1,0.2
여가서비스업,골프장,4.1,68.8
여가서비스업,기타레저,4.1,24.5
여가서비스업,문화서비스,4.1,6.5
여행업,여행업,0.0,100.0
운송업,육상운송,15.8,96.5
운송업,수상운송,15.8,3.3
운송업,렌터카,15.8,0.2
의료웰니스업,뷰티,1.1,100.0
